product_id,region,on_hand_qty,reorder_point,snapshot_date
PROD000141,Southeast,109,66,2026-03-07
PROD000104,West,9,29,2026-03-07
PROD000128,Midwest,216,53,2026-03-07
PROD000150,Northeast,91,57,2026-03-07
PROD000230,West,198,59,2026-03-07
PROD000101,Midwest,221,15,2026-03-07
PROD000079,Southeast,197,46,2026-03-07
PROD000156,West,25,41,2026-03-07
PROD000029,Southeast,202,35,2026-03-07
PROD000062,Midwest,150,46,2026-03-07
PROD000199,West,155,64,2026-03-07
PROD000130,Northeast,75,28,2026-03-07
PROD000021,Midwest,122,44,2026-03-07
PROD000127,Southeast,59,58,2026-03-07
PROD000243,Southeast,65,22,2026-03-07
PROD000203,West,86,29,2026-03-07
PROD000197,West,119,39,2026-03-07
PROD000174,Northeast,40,51,2026-03-07
PROD000222,Southeast,1,44,2026-03-07
PROD000086,Midwest,138,45,2026-03-07
PROD000064,Midwest,135,39,2026-03-07
PROD000177,Southeast,103,26,2026-03-07
PROD000091,West,26,26,2026-03-07
PROD000027,Southeast,200,30,2026-03-07
PROD000039,West,63,50,2026-03-07
PROD000207,West,182,66,2026-03-07
PROD000046,Northeast,121,22,2026-03-07
PROD000169,Southeast,223,20,2026-03-07
PROD000248,Midwest,22,32,2026-03-07
PROD000170,Midwest,171,57,2026-03-07
PROD000196,West,173,41,2026-03-07
PROD000187,West,192,57,2026-03-07
PROD000225,Midwest,79,52,2026-03-07
PROD000072,West,35,36,2026-03-07
PROD000081,Northeast,30,61,2026-03-07
PROD000049,Midwest,51,50,2026-03-07
PROD000147,West,178,26,2026-03-07
PROD000162,West,123,38,2026-03-07
PROD000099,Southeast,124,65,2026-03-07
PROD000014,Southeast,177,62,2026-03-07
PROD000036,West,214,16,2026-03-07
PROD000085,Northeast,46,36,2026-03-07
PROD000132,Northeast,102,15,2026-03-07
PROD000053,Northeast,131,38,2026-03-07
PROD000173,Northeast,81,34,2026-03-07
PROD000227,Midwest,148,63,2026-03-07
PROD000007,Midwest,148,45,2026-03-07
PROD000087,Midwest,116,41,2026-03-07
PROD000120,Midwest,120,35,2026-03-07
PROD000038,Southeast,56,20,2026-03-07
PROD000233,Northeast,199,68,2026-03-07
PROD000115,Midwest,17,22,2026-03-07
PROD000160,Midwest,209,25,2026-03-07
PROD000232,Southeast,99,61,2026-03-07
PROD000217,West,232,51,2026-03-07
PROD000088,Midwest,45,62,2026-03-07
PROD000026,West,197,35,2026-03-07
PROD000146,West,22,43,2026-03-07
PROD000167,Northeast,116,62,2026-03-07
PROD000084,Northeast,6,55,2026-03-07
PROD000145,Northeast,219,28,2026-03-07
PROD000032,Northeast,80,42,2026-03-07
PROD000048,West,88,66,2026-03-07
PROD000221,Southeast,49,34,2026-03-07
PROD000144,Midwest,141,43,2026-03-07
PROD000129,Midwest,194,18,2026-03-07
PROD000140,West,180,37,2026-03-07
PROD000228,Northeast,70,29,2026-03-07
PROD000052,West,79,56,2026-03-07
PROD000242,Northeast,43,52,2026-03-07
PROD000189,Southeast,104,15,2026-03-07
PROD000237,West,7,47,2026-03-07
PROD000125,Southeast,229,34,2026-03-07
PROD000246,Midwest,57,48,2026-03-07
PROD000063,Midwest,197,29,2026-03-07
PROD000102,Midwest,185,63,2026-03-07
PROD000171,Southeast,149,50,2026-03-07
PROD000082,Southeast,50,49,2026-03-07
PROD000245,Southeast,221,55,2026-03-07
PROD000126,Midwest,158,23,2026-03-07
PROD000155,West,221,47,2026-03-07
PROD000176,Southeast,92,68,2026-03-07
PROD000161,Northeast,50,27,2026-03-07
PROD000122,Southeast,117,45,2026-03-07
PROD000241,Midwest,50,22,2026-03-07
PROD000071,Southeast,113,56,2026-03-07
PROD000001,Southeast,141,45,2026-03-07
PROD000100,West,185,49,2026-03-07
PROD000006,West,120,36,2026-03-07
PROD000235,Southeast,123,24,2026-03-07
PROD000240,Southeast,204,69,2026-03-07
PROD000110,Southeast,147,59,2026-03-07
PROD000095,Southeast,46,25,2026-03-07
PROD000060,Southeast,7,66,2026-03-07
PROD000022,Southeast,166,39,2026-03-07
PROD000166,Northeast,18,52,2026-03-07
PROD000164,Northeast,88,56,2026-03-07
PROD000003,Southeast,46,38,2026-03-07
PROD000004,Southeast,117,23,2026-03-07
PROD000070,Northeast,202,52,2026-03-07
PROD000168,West,180,60,2026-03-08
PROD000199,Southeast,43,48,2026-03-08
PROD000201,West,91,33,2026-03-08
PROD000206,Southeast,167,31,2026-03-08
PROD000053,West,67,42,2026-03-08
PROD000023,West,34,47,2026-03-08
PROD000089,Midwest,60,35,2026-03-08
PROD000043,Midwest,183,46,2026-03-08
PROD000094,West,34,62,2026-03-08
PROD000142,Northeast,218,48,2026-03-08
PROD000085,Southeast,32,68,2026-03-08
PROD000217,Southeast,107,54,2026-03-08
PROD000088,West,13,23,2026-03-08
PROD000175,Midwest,100,46,2026-03-08
PROD000031,West,64,21,2026-03-08
PROD000059,Midwest,129,24,2026-03-08
PROD000076,Southeast,39,68,2026-03-08
PROD000099,Northeast,120,67,2026-03-08
PROD000122,Southeast,2,16,2026-03-08
PROD000021,Midwest,46,53,2026-03-08
PROD000104,Southeast,131,39,2026-03-08
PROD000208,West,120,20,2026-03-08
PROD000042,West,47,27,2026-03-08
PROD000080,Southeast,223,68,2026-03-08
PROD000004,Midwest,192,51,2026-03-08
PROD000192,Southeast,3,23,2026-03-08
PROD000057,Southeast,26,65,2026-03-08
PROD000069,Southeast,226,19,2026-03-08
PROD000118,Northeast,237,60,2026-03-08
PROD000093,Southeast,132,20,2026-03-08
PROD000066,West,234,15,2026-03-08
PROD000058,Northeast,41,68,2026-03-08
PROD000044,Southeast,20,23,2026-03-08
PROD000055,Midwest,225,16,2026-03-08
PROD000115,Southeast,90,35,2026-03-08
PROD000174,Midwest,91,29,2026-03-08
PROD000153,Midwest,213,51,2026-03-08
PROD000202,Northeast,109,45,2026-03-08
PROD000154,Midwest,175,22,2026-03-08
PROD000060,Southeast,215,61,2026-03-08
PROD000065,Midwest,226,16,2026-03-08
PROD000126,Southeast,103,25,2026-03-08
PROD000200,Midwest,37,42,2026-03-08
PROD000063,West,161,58,2026-03-08
PROD000113,Midwest,86,19,2026-03-08
PROD000221,Northeast,159,61,2026-03-08
PROD000096,Southeast,158,56,2026-03-08
PROD000128,Midwest,222,26,2026-03-08
PROD000002,Midwest,62,42,2026-03-08
PROD000238,Midwest,186,35,2026-03-08
PROD000172,Southeast,146,19,2026-03-08
PROD000075,Northeast,8,47,2026-03-08
PROD000016,Southeast,149,41,2026-03-08
PROD000027,Northeast,135,59,2026-03-08
PROD000117,Midwest,110,48,2026-03-08
PROD000029,Northeast,167,61,2026-03-08
PROD000110,Northeast,144,59,2026-03-08
PROD000125,West,239,51,2026-03-08
PROD000022,Southeast,95,29,2026-03-08
PROD000073,West,90,51,2026-03-08
PROD000119,Midwest,90,50,2026-03-08
PROD000204,Southeast,36,23,2026-03-08
PROD000012,Northeast,151,39,2026-03-08
PROD000157,Southeast,108,24,2026-03-08
PROD000040,Northeast,238,31,2026-03-08
PROD000162,West,69,68,2026-03-08
PROD000147,Southeast,123,20,2026-03-08
PROD000101,West,235,37,2026-03-08
PROD000079,Northeast,176,26,2026-03-08
PROD000135,Northeast,177,65,2026-03-08
PROD000235,Northeast,51,17,2026-03-08
PROD000173,Southeast,81,22,2026-03-08
PROD000082,Southeast,113,59,2026-03-08
PROD000214,Northeast,91,67,2026-03-08
PROD000008,Midwest,60,26,2026-03-08
PROD000160,Midwest,223,53,2026-03-08
PROD000064,West,35,66,2026-03-08
PROD000163,West,185,65,2026-03-08
PROD000123,Northeast,189,53,2026-03-08
PROD000247,Northeast,213,43,2026-03-08
PROD000048,Northeast,51,59,2026-03-08
PROD000077,Southeast,99,53,2026-03-08
PROD000227,Midwest,105,59,2026-03-08
PROD000170,West,76,29,2026-03-08
PROD000078,West,17,38,2026-03-08
PROD000145,Northeast,42,60,2026-03-08
PROD000193,West,228,33,2026-03-08
PROD000020,West,181,66,2026-03-08
PROD000092,Southeast,154,37,2026-03-08
PROD000041,Midwest,46,28,2026-03-08
PROD000177,West,34,39,2026-03-08
PROD000037,Northeast,41,22,2026-03-08
PROD000234,Midwest,95,56,2026-03-08
PROD000184,Midwest,109,29,2026-03-08
PROD000215,West,76,57,2026-03-08
PROD000181,West,229,42,2026-03-08
PROD000084,Southeast,21,68,2026-03-08
PROD000212,West,136,46,2026-03-08
PROD000138,Northeast,82,65,2026-03-08
PROD000036,West,36,66,2026-03-08
PROD000207,Northeast,203,25,2026-03-08
PROD000047,West,79,48,2026-03-08
PROD000211,Northeast,129,64,2026-03-08
PROD000052,Midwest,107,45,2026-03-08
PROD000019,Midwest,153,54,2026-03-08
PROD000194,Midwest,58,35,2026-03-08
PROD000121,Northeast,180,22,2026-03-08
PROD000035,Southeast,197,53,2026-03-08
PROD000015,Northeast,236,28,2026-03-08
PROD000127,Southeast,37,20,2026-03-08
PROD000070,West,97,50,2026-03-08
PROD000081,Southeast,30,20,2026-03-08
PROD000038,Northeast,107,43,2026-03-08
PROD000014,Northeast,148,31,2026-03-08
PROD000049,Southeast,163,31,2026-03-08
PROD000216,Northeast,81,58,2026-03-08
PROD000011,Midwest,192,35,2026-03-08
PROD000240,Northeast,126,39,2026-03-08
PROD000090,West,211,20,2026-03-08
PROD000087,West,41,67,2026-03-08
PROD000250,Northeast,51,30,2026-03-09
PROD000051,West,173,30,2026-03-09
PROD000179,West,35,15,2026-03-09
PROD000043,Northeast,162,69,2026-03-09
PROD000025,West,94,59,2026-03-09
PROD000204,West,150,44,2026-03-09
PROD000039,Southeast,59,68,2026-03-09
PROD000182,Midwest,132,65,2026-03-09
PROD000189,Northeast,109,51,2026-03-09
PROD000243,Midwest,22,39,2026-03-09
PROD000011,Northeast,239,35,2026-03-09
PROD000231,Northeast,227,56,2026-03-09
PROD000215,Northeast,140,64,2026-03-09
PROD000055,West,130,18,2026-03-09
PROD000125,Southeast,84,19,2026-03-09
PROD000068,Northeast,1,32,2026-03-09
PROD000114,West,237,34,2026-03-09
PROD000014,West,207,50,2026-03-09
PROD000008,Southeast,84,59,2026-03-09
PROD000085,West,226,58,2026-03-09
PROD000230,Northeast,51,45,2026-03-09
PROD000177,West,224,67,2026-03-09
PROD000047,Midwest,127,42,2026-03-09
PROD000237,West,207,52,2026-03-09
PROD000042,Midwest,173,59,2026-03-09
PROD000148,West,237,53,2026-03-09
PROD000005,Southeast,201,59,2026-03-09
PROD000153,Northeast,209,40,2026-03-09
PROD000083,West,100,43,2026-03-09
PROD000244,Midwest,106,38,2026-03-09
PROD000130,Southeast,69,40,2026-03-09
PROD000145,Midwest,236,23,2026-03-09
PROD000191,Northeast,73,39,2026-03-09
PROD000137,Northeast,92,45,2026-03-09
PROD000062,West,212,50,2026-03-09
PROD000081,Northeast,3,69,2026-03-09
PROD000007,West,87,56,2026-03-09
PROD000045,Midwest,148,63,2026-03-09
PROD000222,Southeast,5,59,2026-03-09
PROD000104,West,204,29,2026-03-09
PROD000133,Southeast,138,49,2026-03-09
PROD000225,Northeast,16,30,2026-03-09
PROD000024,Northeast,106,52,2026-03-09
PROD000157,West,27,16,2026-03-09
PROD000110,Northeast,82,39,2026-03-09
PROD000135,Northeast,179,20,2026-03-09
PROD000040,Southeast,106,15,2026-03-09
PROD000208,Northeast,29,16,2026-03-09
PROD000246,Southeast,164,40,2026-03-09
PROD000088,Midwest,141,57,2026-03-09
PROD000082,Midwest,133,39,2026-03-09
PROD000033,Northeast,114,49,2026-03-09
PROD000052,Southeast,44,57,2026-03-09
PROD000172,Northeast,45,57,2026-03-09
PROD000187,Southeast,146,35,2026-03-09
PROD000224,Northeast,15,21,2026-03-09
PROD000197,West,139,30,2026-03-09
PROD000175,West,209,27,2026-03-09
PROD000095,Southeast,214,60,2026-03-09
PROD000131,Northeast,85,50,2026-03-09
PROD000073,Southeast,216,59,2026-03-09
PROD000161,Northeast,7,38,2026-03-09
PROD000118,Midwest,207,42,2026-03-09
PROD000242,Northeast,151,27,2026-03-09
PROD000166,Southeast,142,66,2026-03-09
PROD000113,Northeast,76,68,2026-03-09
PROD000041,West,7,17,2026-03-09
PROD000026,West,210,34,2026-03-09
PROD000002,Midwest,64,18,2026-03-09
PROD000154,Northeast,197,43,2026-03-09
PROD000038,Northeast,141,64,2026-03-09
PROD000117,Midwest,190,23,2026-03-09
PROD000217,Midwest,41,66,2026-03-09
PROD000075,Northeast,96,50,2026-03-09
PROD000028,West,174,64,2026-03-09
PROD000248,Southeast,170,35,2026-03-09
PROD000128,West,123,45,2026-03-09
PROD000057,Northeast,132,38,2026-03-09
PROD000009,West,144,65,2026-03-09
PROD000037,Midwest,6,62,2026-03-09
PROD000141,Southeast,222,38,2026-03-09
PROD000193,West,123,21,2026-03-09
PROD000132,Southeast,189,43,2026-03-09
PROD000094,Southeast,129,48,2026-03-09
PROD000216,Southeast,199,35,2026-03-09
PROD000163,Midwest,32,58,2026-03-09
PROD000093,Midwest,83,22,2026-03-09
PROD000091,Northeast,19,41,2026-03-09
PROD000122,Midwest,169,35,2026-03-09
PROD000194,Northeast,14,57,2026-03-09
PROD000173,West,232,29,2026-03-09
PROD000201,Southeast,36,55,2026-03-09
PROD000072,West,137,31,2026-03-09
PROD000046,Northeast,68,32,2026-03-09
PROD000017,Northeast,14,16,2026-03-09
PROD000167,Midwest,59,17,2026-03-09
PROD000188,Midwest,178,49,2026-03-09
PROD000004,Midwest,128,54,2026-03-09
PROD000240,Midwest,150,17,2026-03-09
PROD000111,Southeast,224,16,2026-03-09
PROD000069,Southeast,178,58,2026-03-09
PROD000031,Southeast,61,16,2026-03-09
PROD000139,West,104,67,2026-03-09
PROD000092,Midwest,32,22,2026-03-09
PROD000019,Southeast,155,29,2026-03-09
PROD000119,Southeast,7,42,2026-03-09
PROD000060,West,84,42,2026-03-09
PROD000016,Midwest,140,26,2026-03-09
PROD000006,Northeast,198,61,2026-03-09
PROD000206,West,100,56,2026-03-09
PROD000192,West,103,29,2026-03-09
PROD000221,Midwest,196,64,2026-03-09
PROD000205,Southeast,87,25,2026-03-09
PROD000226,Midwest,50,26,2026-03-09
PROD000010,Midwest,203,55,2026-03-09
PROD000102,Northeast,118,41,2026-03-09
PROD000138,West,65,25,2026-03-09
PROD000044,West,162,17,2026-03-09
PROD000076,Northeast,24,41,2026-03-09
PROD000185,Midwest,138,51,2026-03-09
PROD000143,Southeast,150,42,2026-03-10
PROD000211,Southeast,3,28,2026-03-10
PROD000196,Southeast,138,25,2026-03-10
PROD000057,Midwest,238,38,2026-03-10
PROD000115,Southeast,111,52,2026-03-10
PROD000227,Midwest,121,44,2026-03-10
PROD000144,Northeast,68,54,2026-03-10
PROD000160,Midwest,151,22,2026-03-10
PROD000116,Midwest,22,36,2026-03-10
PROD000035,Southeast,17,56,2026-03-10
PROD000247,Southeast,145,34,2026-03-10
PROD000048,Northeast,229,69,2026-03-10
PROD000185,Midwest,154,22,2026-03-10
PROD000032,Midwest,237,53,2026-03-10
PROD000113,Southeast,177,54,2026-03-10
PROD000222,Midwest,137,44,2026-03-10
PROD000191,Midwest,104,21,2026-03-10
PROD000088,Southeast,150,62,2026-03-10
PROD000056,West,112,48,2026-03-10
PROD000027,Midwest,204,53,2026-03-10
PROD000197,Midwest,51,32,2026-03-10
PROD000006,Midwest,186,21,2026-03-10
PROD000022,Southeast,174,54,2026-03-10
PROD000074,Southeast,74,55,2026-03-10
PROD000169,Southeast,236,21,2026-03-10
PROD000120,Midwest,34,24,2026-03-10
PROD000034,Southeast,76,40,2026-03-10
PROD000186,Southeast,136,44,2026-03-10
PROD000013,West,139,44,2026-03-10
PROD000193,Southeast,67,63,2026-03-10
PROD000017,West,19,63,2026-03-10
PROD000102,Midwest,200,31,2026-03-10
PROD000148,Northeast,136,65,2026-03-10
PROD000207,Southeast,209,19,2026-03-10
PROD000138,West,113,38,2026-03-10
PROD000147,West,39,48,2026-03-10
PROD000128,Midwest,145,41,2026-03-10
PROD000087,Midwest,165,52,2026-03-10
PROD000216,Southeast,13,27,2026-03-10
PROD000162,Midwest,87,53,2026-03-10
PROD000106,West,110,53,2026-03-10
PROD000218,Midwest,24,31,2026-03-10
PROD000153,Southeast,44,63,2026-03-10
PROD000151,Southeast,233,18,2026-03-10
PROD000009,Southeast,52,57,2026-03-10
PROD000063,Midwest,151,16,2026-03-10
PROD000181,Southeast,186,53,2026-03-10
PROD000177,Midwest,158,21,2026-03-10
PROD000198,Northeast,211,46,2026-03-10
PROD000190,Southeast,34,55,2026-03-10
PROD000206,Northeast,83,52,2026-03-10
PROD000226,Midwest,162,41,2026-03-10
PROD000071,Midwest,193,31,2026-03-10
PROD000011,West,57,18,2026-03-10
PROD000018,Southeast,221,35,2026-03-10
PROD000175,Southeast,215,22,2026-03-10
PROD000085,West,239,32,2026-03-10
PROD000052,Northeast,92,27,2026-03-10
PROD000025,Northeast,173,22,2026-03-10
PROD000182,Northeast,20,42,2026-03-10
PROD000161,Midwest,184,41,2026-03-10
PROD000237,Southeast,199,46,2026-03-10
PROD000166,West,32,20,2026-03-10
PROD000076,Northeast,54,47,2026-03-10
PROD000039,West,46,15,2026-03-10
PROD000119,West,171,21,2026-03-10
PROD000084,Southeast,50,69,2026-03-10
PROD000176,Southeast,239,26,2026-03-10
PROD000214,Midwest,5,47,2026-03-10
PROD000136,Southeast,155,50,2026-03-10
PROD000238,Midwest,147,20,2026-03-10
PROD000241,Midwest,113,52,2026-03-10
PROD000020,Midwest,21,67,2026-03-10
PROD000141,Midwest,45,59,2026-03-10
PROD000165,Northeast,163,61,2026-03-10
PROD000090,Midwest,74,28,2026-03-10
PROD000112,Southeast,86,64,2026-03-10
PROD000103,Northeast,112,15,2026-03-10
PROD000179,West,40,48,2026-03-10
PROD000135,Midwest,65,58,2026-03-10
PROD000024,West,69,24,2026-03-10
PROD000125,Northeast,88,42,2026-03-10
PROD000078,Midwest,170,32,2026-03-10
PROD000038,Midwest,198,27,2026-03-10
PROD000070,Midwest,194,57,2026-03-10
PROD000019,Southeast,231,18,2026-03-10
PROD000224,Midwest,108,58,2026-03-10
PROD000134,West,105,40,2026-03-10
PROD000117,Northeast,42,59,2026-03-10
PROD000064,West,210,59,2026-03-10
PROD000005,Southeast,36,30,2026-03-10
PROD000139,Southeast,111,52,2026-03-10
PROD000192,Northeast,32,39,2026-03-10
PROD000246,Midwest,158,25,2026-03-10
PROD000230,Northeast,122,43,2026-03-10
PROD000146,Southeast,69,21,2026-03-10
PROD000044,West,209,15,2026-03-10
PROD000194,Northeast,84,50,2026-03-10
PROD000002,Northeast,172,23,2026-03-10
PROD000012,Midwest,176,33,2026-03-10
PROD000127,Midwest,38,30,2026-03-10
PROD000089,Midwest,205,29,2026-03-10
PROD000114,Southeast,168,32,2026-03-10
PROD000083,West,70,45,2026-03-10
PROD000215,Northeast,5,25,2026-03-10
PROD000003,West,134,28,2026-03-10
PROD000133,Midwest,7,47,2026-03-10
PROD000168,Southeast,40,59,2026-03-10
PROD000021,Southeast,190,33,2026-03-10
PROD000004,Northeast,8,22,2026-03-10
PROD000105,West,105,50,2026-03-10
PROD000008,Northeast,28,61,2026-03-10
PROD000145,Northeast,141,66,2026-03-10
PROD000054,West,125,34,2026-03-10
PROD000072,West,45,44,2026-03-10
PROD000067,Midwest,141,51,2026-03-10
PROD000016,West,89,54,2026-03-10
PROD000167,Southeast,151,16,2026-03-10
PROD000108,Southeast,60,46,2026-03-10
PROD000093,West,71,50,2026-03-10
PROD000073,West,139,63,2026-03-11
PROD000182,Northeast,176,37,2026-03-11
PROD000082,West,234,58,2026-03-11
PROD000165,Southeast,204,16,2026-03-11
PROD000010,Midwest,229,23,2026-03-11
PROD000163,West,19,19,2026-03-11
PROD000059,Northeast,94,45,2026-03-11
PROD000146,Midwest,6,61,2026-03-11
PROD000095,Midwest,131,64,2026-03-11
PROD000122,West,139,49,2026-03-11
PROD000086,West,78,19,2026-03-11
PROD000020,Southeast,168,43,2026-03-11
PROD000050,West,15,22,2026-03-11
PROD000030,West,75,62,2026-03-11
PROD000189,Midwest,110,66,2026-03-11
PROD000216,Southeast,166,46,2026-03-11
PROD000164,Midwest,11,23,2026-03-11
PROD000023,Northeast,201,21,2026-03-11
PROD000140,Southeast,101,67,2026-03-11
PROD000201,West,80,28,2026-03-11
PROD000199,Southeast,135,42,2026-03-11
PROD000027,Midwest,140,45,2026-03-11
PROD000148,Northeast,180,20,2026-03-11
PROD000015,Southeast,150,33,2026-03-11
PROD000017,Southeast,79,38,2026-03-11
PROD000088,West,96,43,2026-03-11
PROD000044,Southeast,205,60,2026-03-11
PROD000075,Midwest,95,49,2026-03-11
PROD000045,Southeast,120,60,2026-03-11
PROD000096,Northeast,60,38,2026-03-11
PROD000218,Southeast,16,26,2026-03-11
PROD000173,Midwest,50,48,2026-03-11
PROD000021,West,101,22,2026-03-11
PROD000196,Midwest,200,28,2026-03-11
PROD000198,Midwest,13,56,2026-03-11
PROD000134,Midwest,146,45,2026-03-11
PROD000204,Southeast,220,52,2026-03-11
PROD000009,Southeast,38,52,2026-03-11
PROD000131,West,94,22,2026-03-11
PROD000018,Northeast,115,46,2026-03-11
PROD000178,West,117,17,2026-03-11
PROD000240,Southeast,5,58,2026-03-11
PROD000065,Southeast,65,36,2026-03-11
PROD000161,Southeast,217,42,2026-03-11
PROD000041,Midwest,165,68,2026-03-11
PROD000209,Midwest,149,38,2026-03-11
PROD000056,West,224,60,2026-03-11
PROD000097,Southeast,126,60,2026-03-11
PROD000066,Midwest,7,35,2026-03-11
PROD000141,Southeast,48,35,2026-03-11
PROD000202,Midwest,161,49,2026-03-11
PROD000121,Midwest,38,47,2026-03-11
PROD000147,West,131,46,2026-03-11
PROD000136,Northeast,139,59,2026-03-11
PROD000024,West,196,39,2026-03-11
PROD000091,Midwest,229,48,2026-03-11
PROD000227,West,90,31,2026-03-11
PROD000116,Northeast,67,46,2026-03-11
PROD000247,Midwest,88,44,2026-03-11
PROD000090,Northeast,75,59,2026-03-11
PROD000171,West,195,41,2026-03-11
PROD000219,West,173,69,2026-03-11
PROD000085,Midwest,211,50,2026-03-11
PROD000062,Southeast,17,50,2026-03-11
PROD000064,Northeast,98,16,2026-03-11
PROD000033,Southeast,52,60,2026-03-11
PROD000210,Southeast,73,60,2026-03-11
PROD000208,Southeast,77,41,2026-03-11
PROD000126,Southeast,63,16,2026-03-11
PROD000093,Midwest,97,68,2026-03-11
PROD000235,Midwest,191,34,2026-03-11
PROD000106,Midwest,30,21,2026-03-11
PROD000157,Southeast,157,15,2026-03-11
PROD000205,Northeast,27,18,2026-03-11
PROD000151,Northeast,177,19,2026-03-11
PROD000032,Midwest,193,35,2026-03-11
PROD000101,West,119,21,2026-03-11
PROD000179,Southeast,166,27,2026-03-11
PROD000049,Northeast,235,28,2026-03-11
PROD000076,Midwest,170,54,2026-03-11
PROD000029,Midwest,202,44,2026-03-11
PROD000184,Midwest,138,47,2026-03-11
PROD000242,West,190,51,2026-03-11
PROD000089,Southeast,85,64,2026-03-11
PROD000197,Northeast,205,50,2026-03-11
PROD000223,Northeast,206,34,2026-03-11
PROD000142,Northeast,106,58,2026-03-11
PROD000144,Midwest,173,48,2026-03-11
PROD000153,West,42,25,2026-03-11
PROD000031,Northeast,143,22,2026-03-11
PROD000115,West,26,60,2026-03-11
PROD000039,Northeast,120,26,2026-03-11
PROD000034,Northeast,8,64,2026-03-11
PROD000048,Northeast,209,47,2026-03-11
PROD000053,Midwest,122,39,2026-03-11
PROD000145,Midwest,54,45,2026-03-11
PROD000107,West,192,28,2026-03-11
PROD000234,Northeast,205,33,2026-03-11
PROD000167,West,93,19,2026-03-11
PROD000094,Northeast,174,48,2026-03-11
PROD000077,Southeast,37,17,2026-03-11
PROD000078,Midwest,187,55,2026-03-11
PROD000060,Southeast,12,62,2026-03-11
PROD000025,Southeast,207,17,2026-03-11
PROD000225,Northeast,153,46,2026-03-11
PROD000058,Northeast,68,69,2026-03-11
PROD000176,West,55,59,2026-03-11
PROD000112,Northeast,236,66,2026-03-11
PROD000001,Northeast,115,40,2026-03-11
PROD000125,Midwest,65,43,2026-03-11
PROD000104,West,62,55,2026-03-11
PROD000174,West,205,44,2026-03-11
PROD000169,Northeast,225,56,2026-03-11
PROD000067,Southeast,115,28,2026-03-11
PROD000228,Midwest,74,58,2026-03-11
PROD000003,Northeast,187,41,2026-03-11
PROD000183,Northeast,58,23,2026-03-11
PROD000160,West,174,35,2026-03-11
PROD000229,West,61,48,2026-03-11
PROD000054,Midwest,175,23,2026-03-11
PROD000027,Southeast,48,35,2026-03-12
PROD000160,West,148,38,2026-03-12
PROD000119,Midwest,129,44,2026-03-12
PROD000186,West,133,57,2026-03-12
PROD000083,Northeast,20,20,2026-03-12
PROD000158,Midwest,151,57,2026-03-12
PROD000068,West,149,41,2026-03-12
PROD000210,West,79,59,2026-03-12
PROD000166,Northeast,105,17,2026-03-12
PROD000173,West,198,66,2026-03-12
PROD000036,Northeast,225,62,2026-03-12
PROD000195,Southeast,226,27,2026-03-12
PROD000201,Northeast,3,62,2026-03-12
PROD000008,Northeast,67,58,2026-03-12
PROD000006,West,143,66,2026-03-12
PROD000208,Midwest,33,18,2026-03-12
PROD000079,Northeast,56,35,2026-03-12
PROD000108,West,31,37,2026-03-12
PROD000142,Southeast,150,48,2026-03-12
PROD000189,West,212,58,2026-03-12
PROD000206,West,231,57,2026-03-12
PROD000087,West,104,39,2026-03-12
PROD000048,Southeast,60,22,2026-03-12
PROD000248,Midwest,40,69,2026-03-12
PROD000227,West,77,36,2026-03-12
PROD000062,Southeast,207,57,2026-03-12
PROD000054,Northeast,109,29,2026-03-12
PROD000162,Northeast,132,28,2026-03-12
PROD000202,Midwest,176,18,2026-03-12
PROD000112,Southeast,86,38,2026-03-12
PROD000147,Southeast,180,36,2026-03-12
PROD000005,Northeast,111,47,2026-03-12
PROD000232,Northeast,72,59,2026-03-12
PROD000075,Southeast,18,60,2026-03-12
PROD000146,Southeast,31,19,2026-03-12
PROD000217,Midwest,92,59,2026-03-12
PROD000070,Midwest,119,42,2026-03-12
PROD000110,Northeast,230,33,2026-03-12
PROD000245,Southeast,191,24,2026-03-12
PROD000107,West,41,60,2026-03-12
PROD000058,West,197,37,2026-03-12
PROD000096,Southeast,99,20,2026-03-12
PROD000246,Southeast,62,45,2026-03-12
PROD000196,Midwest,97,31,2026-03-12
PROD000003,Northeast,102,63,2026-03-12
PROD000233,Midwest,50,45,2026-03-12
PROD000020,Midwest,144,54,2026-03-12
PROD000178,Southeast,208,49,2026-03-12
PROD000015,Southeast,162,48,2026-03-12
PROD000152,West,126,46,2026-03-12
PROD000170,West,144,53,2026-03-12
PROD000211,Midwest,228,65,2026-03-12
PROD000131,Southeast,50,16,2026-03-12
PROD000105,West,85,41,2026-03-12
PROD000156,Southeast,170,48,2026-03-12
PROD000017,West,67,54,2026-03-12
PROD000224,West,173,17,2026-03-12
PROD000235,Northeast,2,59,2026-03-12
PROD000185,Southeast,207,15,2026-03-12
PROD000023,West,5,48,2026-03-12
PROD000183,Southeast,203,57,2026-03-12
PROD000177,Midwest,150,36,2026-03-12
PROD000132,Northeast,88,27,2026-03-12
PROD000059,Northeast,66,43,2026-03-12
PROD000249,Midwest,107,45,2026-03-12
PROD000047,West,136,58,2026-03-12
PROD000114,Northeast,66,35,2026-03-12
PROD000237,Southeast,238,58,2026-03-12
PROD000193,Midwest,56,58,2026-03-12
PROD000140,Southeast,216,65,2026-03-12
PROD000072,Northeast,28,26,2026-03-12
PROD000124,Northeast,129,63,2026-03-12
PROD000244,Southeast,237,52,2026-03-12
PROD000135,Midwest,67,63,2026-03-12
PROD000137,Midwest,57,32,2026-03-12
PROD000037,Northeast,91,21,2026-03-12
