family_id,site_state,referral_date,referral_source,outreach_attempts,engagement_status,service_type,flexible_funds_amount,case_review_flag,follow_up_completed,outcome_status
FAM-100036,texas,2025-11-10,Health provider,2,Engaged,Concrete supports,271.42,False,True,Still active
FAM-100452,Illinois,2026-99-01,School,1,Engaged,Mental health referral,56.31,False,True,Needs met
FAM-100253,Ohio,2025-05-01,Self-referral,3,Pending outreach,,0.0,True,True,Still active
FAM-100303,Illinois,2025-11-24,Community partner,2,Declined,Parent coaching,16.46,False,True,Family declined services
FAM-100590,OH,2025-10-20,School,0,Unable to contact,Concrete supports,279.57,True,False,No response after outreach
FAM-100598,,2025-08-18,Community partner,4,Declined,Parent coaching,22.31,False,True,Family declined services
FAM-100571,texas,2025-06-01,Family resource center,2,Unable to contact,Benefits enrollment,201.45,False,False,No response after outreach
FAM-100262,texas,2025-04-20,Health provider,1,Engaged,Mental health referral,254.27,False,True,Needs met
FAM-100297,washington,2025-06-10,Self-referral,1,Engaged,Benefits enrollment,265.55,False,True,Needs met
FAM-100414,Texas,2025-01-07,Health provider,2,Engaged,Legal aid referral,22.72,False,False,No response after outreach
FAM-100150,New York,2025-11-09,Community partner,1,Engaged,Mental health referral,144.61,False,True,Needs met
FAM-100618,Ill.,2025-01-23,Self-referral,2,Pending outreach,Parent coaching,235.88,True,True,No response after outreach
FAM-100690,washington,2025-12-30,Community partner,7,Declined,Benefits enrollment,46.79,True,True,Family declined services
FAM-100550,N.Y.,2025-10-21,School,0,Engaged,Parent coaching,58.23,True,True,Needs met
FAM-100488,OH,2025-10-07,CPS hotline screened-out,1,Unable to contact,Mental health referral,74.73,True,False,No response after outreach
FAM-100147,IL,2025-03-27,CPS hotline screened-out,2,Declined,,0.0,False,True,Family declined services
FAM-100146,N.Y.,2025-01-13,Health provider,2,Declined,,0.0,False,False,Family declined services
FAM-100572,Washington,2025-04-14,Family resource center,2,Declined,,0.0,False,True,Family declined services
FAM-100718,new york,2025-03-28,Self-referral,1,Unable to contact,,0.0,False,False,No response after outreach
FAM-100585,OH,2025-12-04,CPS hotline screened-out,1,Engaged,Child care support,152.59,False,True,Connected to ongoing service
FAM-100348,Wash.,2025-03-07,Community partner,2,Declined,,0.0,False,True,Family declined services
FAM-100463,new york,2025-06-02,CPS hotline screened-out,1,Engaged,Benefits enrollment,41.5,False,True,Needs met
FAM-100325,NY,2025-03-26,Community partner,0,Engaged,Child care support,265.68,False,True,Needs met
FAM-100186,new york,2025-03-02,Community partner,1,Engaged,Concrete supports,684.74,False,True,Connected to ongoing service
FAM-100123,NY,2025-06-21,Community partner,5,Engaged,Child care support,369.58,False,True,Connected to ongoing service
FAM-100662,NY,2025-01-13,Community partner,2,Engaged,Benefits enrollment,26.0,True,True,Needs met
FAM-100143,Illinois,2025-05-30,Self-referral,2,Pending outreach,,0.0,False,True,Still active
FAM-100739,WA,2025-11-24,Family resource center,2,Engaged,Concrete supports,143.45,False,False,Still active
FAM-100197,OH,2025-02-13,Self-referral,2,Declined,,0.0,False,True,Family declined services
FAM-100279,washington,2025-01-31,CPS hotline screened-out,5,Unable to contact,Housing navigation,135.71,False,False,No response after outreach
FAM-100293,NY,2025-05-02,CPS hotline screened-out,2,Pending outreach,,0.0,True,False,Still active
FAM-100400,Wash.,2025-12-31,Community partner,5,Engaged,Child care support,779.48,False,False,No response after outreach
FAM-100122,Texas,2025-08-27,Community partner,1,Unable to contact,,0.0,False,True,No response after outreach
FAM-100183,Ohio,2025-09-12,School,2,Engaged,Benefits enrollment,24.83,False,False,Still active
FAM-100202,Ohio,2025-06-30,Self-referral,1,Engaged,Concrete supports,104.46,False,True,Still active
FAM-100438,OH,2025-01-30,Self-referral,1,Engaged,Housing navigation,477.02,False,True,Connected to ongoing service
FAM-100246,ohio,2025-10-04,Family resource center,2,Engaged,Benefits enrollment,220.2,False,True,Still active
FAM-100415,illinois,2025-09-05,School,1,Engaged,Parent coaching,26.12,False,True,Connected to ongoing service
FAM-100689,New York,2025-10-13,Self-referral,3,Engaged,Housing navigation,39.76,False,True,Connected to ongoing service
FAM-100129,OH,2025-08-20,Community partner,2,Engaged,Parent coaching,189.25,False,True,Connected to ongoing service
FAM-100402,Ill.,2025-04-27,CPS hotline screened-out,3,Unable to contact,,0.0,False,False,No response after outreach
FAM-100039,IL,2025-08-19,CPS hotline screened-out,3,Engaged,Child care support,429.06,False,False,No response after outreach
FAM-100606,washington,2025-04-28,School,7,Declined,Mental health referral,35.41,True,True,Family declined services
FAM-100703,,2025-03-04,School,3,Declined,,0.0,False,True,Family declined services
FAM-100219,Illinois,2025-11-26,CPS hotline screened-out,0,Pending outreach,,0.0,False,False,Still active
FAM-100705,N.Y.,2025-07-26,Community partner,2,Engaged,Housing navigation,303.27,False,True,Still active
FAM-100593,OH,2025-12-24,CPS hotline screened-out,2,Engaged,Housing navigation,187.76,False,True,Needs met
FAM-100708,washington,2025-06-23,Health provider,3,Engaged,Housing navigation,524.17,False,True,Connected to ongoing service
FAM-100601,OH,2025-10-12,Self-referral,4,Unable to contact,,0.0,False,True,No response after outreach
FAM-100386,IL,2025-01-25,Self-referral,1,Engaged,Legal aid referral,127.36,False,True,Needs met
FAM-100506,texas,2025-07-13,Community partner,2,Engaged,Benefits enrollment,79.57,True,True,Still active
FAM-100509,IL,2025-03-28,CPS hotline screened-out,0,Engaged,Benefits enrollment,53.87,False,True,Still active
FAM-100267,illinois,2025-05-07,Health provider,2,Unable to contact,,0.0,False,False,No response after outreach
FAM-100640,Illinois,2025-09-02,Health provider,1,Engaged,Legal aid referral,242.01,False,False,No response after outreach
FAM-100441,washington,2025-04-20,School,2,Pending outreach,Child care support,554.45,False,False,Still active
FAM-100496,Illinois,2025-02-13,Family resource center,5,Engaged,Parent coaching,188.2,True,True,Needs met
FAM-100112,Ill.,2025-07-22,Family resource center,2,Engaged,Mental health referral,32.46,False,True,Still active
FAM-100232,Illinois,2025-01-08,Family resource center,3,Pending outreach,Benefits enrollment,34.13,False,False,No response after outreach
FAM-100676,illinois,2025-07-31,School,6,Engaged,Concrete supports,167.74,True,True,Needs met
FAM-100373,texas,2025-05-17,School,2,Engaged,Concrete supports,1107.15,False,False,No response after outreach
FAM-100233,Texas,2025-10-04,Health provider,3,Engaged,Benefits enrollment,13.86,False,True,Connected to ongoing service
FAM-100615,Texas,2025-08-22,CPS hotline screened-out,3,Unable to contact,Housing navigation,336.04,False,False,No response after outreach
FAM-100317,illinois,2025-09-23,CPS hotline screened-out,4,Unable to contact,,0.0,False,True,No response after outreach
FAM-100410,NY,2025-03-05,Community partner,3,Engaged,Legal aid referral,137.42,False,True,Connected to ongoing service
FAM-100694,N.Y.,2025-02-02,School,3,Engaged,Housing navigation,460.06,False,False,Still active
FAM-100358,new york,2025-02-03,Family resource center,1,Engaged,Mental health referral,68.06,False,True,Needs met
FAM-100258,NY,2025-03-05,Health provider,0,Engaged,Benefits enrollment,19.82,False,False,No response after outreach
FAM-100282,N.Y.,2025-09-02,CPS hotline screened-out,2,Engaged,Concrete supports,197.05,False,True,Needs met
FAM-100376,N.Y.,2025-09-26,Self-referral,6,Engaged,Parent coaching,109.4,False,True,Still active
FAM-100384,Ohio,2025-01-12,School,2,Declined,,0.0,False,False,Family declined services
FAM-100224,Texas,2025-09-21,School,1,Engaged,Concrete supports,213.17,False,True,Needs met
FAM-100735,illinois,2025-09-02,School,2,Pending outreach,Benefits enrollment,50.53,False,True,No response after outreach
FAM-100636,texas,2025-03-27,Community partner,0,Pending outreach,,0.0,True,False,Still active
FAM-100472,Texas,2025-06-07,Health provider,2,Engaged,Legal aid referral,243.46,False,True,Connected to ongoing service
FAM-100347,illinois,2025-12-08,Health provider,3,Engaged,Child care support,510.83,False,True,Connected to ongoing service
FAM-100505,N.Y.,2025-06-15,Health provider,6,Pending outreach,,0.0,False,True,No response after outreach
FAM-100281,Wash.,2025-06-27,Community partner,1,Declined,,0.0,False,True,Family declined services
FAM-100716,Texas,2025-07-08,Self-referral,2,Engaged,Parent coaching,39.82,False,True,Still active
FAM-100736,ohio,2025-09-24,Self-referral,3,Engaged,Mental health referral,20.0,False,True,Connected to ongoing service
FAM-100619,Washington,2025-02-21,Community partner,0,Unable to contact,Parent coaching,109.39,False,False,No response after outreach
FAM-100664,IL,2025-08-07,Health provider,1,Engaged,Concrete supports,546.63,False,False,Still active
FAM-100657,ohio,2025-08-20,CPS hotline screened-out,4,Unable to contact,,0.0,False,True,No response after outreach
FAM-100556,NY,2025-09-26,CPS hotline screened-out,1,Engaged,Housing navigation,81.64,False,False,No response after outreach
FAM-100577,N.Y.,2025-07-11,School,1,Pending outreach,Mental health referral,42.2,False,False,No response after outreach
FAM-100085,OH,2025-09-13,Community partner,2,Pending outreach,Concrete supports,108.65,False,False,No response after outreach
FAM-100242,N.Y.,2025-02-04,School,5,Engaged,Legal aid referral,42.88,False,True,Needs met
FAM-100159,Illinois,2025-10-14,Family resource center,4,Pending outreach,,0.0,True,False,No response after outreach
FAM-100524,OH,2025-04-27,CPS hotline screened-out,2,Engaged,Legal aid referral,199.85,False,True,Still active
FAM-100035,texas,2025-01-24,Health provider,2,Unable to contact,,0.0,False,True,No response after outreach
FAM-100540,Wash.,2025-09-16,School,1,Engaged,Benefits enrollment,69.64,False,False,No response after outreach
FAM-100170,Ohio,2025-02-08,School,1,Engaged,Parent coaching,,False,False,No response after outreach
FAM-100666,TX,2025-07-03,School,3,Engaged,Benefits enrollment,16.26,False,True,Connected to ongoing service
FAM-100658,Washington,2025-01-27,Health provider,1,Pending outreach,Mental health referral,6.85,False,False,Still active
FAM-100728,WA,2025-06-28,Self-referral,5,Declined,Legal aid referral,47.38,False,True,Family declined services
FAM-100095,NY,2025-04-16,Health provider,4,Pending outreach,,0.0,False,False,No response after outreach
FAM-100563,Wash.,2025-03-08,School,1,Engaged,Benefits enrollment,215.75,False,True,Needs met
FAM-100240,TX,2025-02-30,CPS hotline screened-out,1,Unable to contact,,0.0,False,False,No response after outreach
FAM-100574,new york,2025-01-03,School,4,Engaged,Concrete supports,96.69,False,True,Needs met
FAM-100460,Ohio,2025-09-22,Health provider,3,Engaged,Housing navigation,358.25,False,True,Connected to ongoing service
FAM-100553,Ohio,2025-04-27,School,0,Declined,Parent coaching,28.15,False,False,Family declined services
FAM-100682,Illinois,2025-12-17,Family resource center,3,Engaged,Benefits enrollment,58.61,False,True,Needs met
FAM-100206,ohio,2025-10-06,Self-referral,4,Unable to contact,,0.0,False,True,No response after outreach
FAM-100392,Illinois,2025-05-15,School,0,Engaged,Parent coaching,94.9,False,True,Connected to ongoing service
FAM-100397,texas,2025-03-13,CPS hotline screened-out,0,Unable to contact,Mental health referral,144.15,False,False,No response after outreach
FAM-100659,NY,2025-04-16,CPS hotline screened-out,1,Engaged,Housing navigation,177.66,True,True,Connected to ongoing service
FAM-100217,new york,2025-02-05,Family resource center,2,Unable to contact,,0.0,False,False,No response after outreach
FAM-100004,Texas,2025-06-08,Health provider,2,Engaged,Mental health referral,124.83,False,True,Connected to ongoing service
FAM-100642,WA,2025-11-08,Community partner,4,Engaged,Legal aid referral,106.76,True,True,Needs met
FAM-100693,Illinois,2025-12-12,Health provider,3,Engaged,Concrete supports,305.19,True,True,Still active
FAM-100612,Ill.,2025-10-14,School,5,Engaged,Mental health referral,66.87,False,False,No response after outreach
FAM-100546,Wash.,2025-06-06,Health provider,1,Engaged,Legal aid referral,159.07,False,True,Connected to ongoing service
FAM-100098,Illinois,2025-08-21,Health provider,0,Unable to contact,,0.0,False,False,No response after outreach
FAM-100573,Wash.,2025-01-18,CPS hotline screened-out,1,Engaged,Parent coaching,76.38,False,,Connected to ongoing service
FAM-100406,Washington,2025-06-08,CPS hotline screened-out,5,Engaged,Parent coaching,81.13,False,True,Still active
FAM-100502,new york,2025-12-18,Self-referral,4,Unable to contact,,0.0,False,True,No response after outreach
FAM-100047,IL,2025-11-22,Community partner,1,Pending outreach,,0.0,False,False,Still active
FAM-100032,WA,2025-02-03,School,2,Engaged,Housing navigation,166.35,False,True,Connected to ongoing service
FAM-100200,ohio,2025-05-14,CPS hotline screened-out,2,Engaged,Benefits enrollment,52.25,False,False,No response after outreach
FAM-100134,Illinois,2025-10-18,Self-referral,5,Pending outreach,Parent coaching,12.69,False,False,Still active
FAM-100027,Texas,2025-10-28,School,1,Engaged,Housing navigation,533.34,False,False,Still active
FAM-100684,texas,2025-03-03,School,3,Engaged,Child care support,257.04,False,True,Connected to ongoing service
FAM-100230,TX,2025-06-19,CPS hotline screened-out,1,Engaged,Mental health referral,73.73,False,False,Still active
FAM-100489,IL,2025-08-10,Community partner,2,Engaged,Concrete supports,224.81,False,True,Needs met
FAM-100378,OH,2025-05-19,Family resource center,1,Engaged,Housing navigation,474.35,False,True,Still active
FAM-100288,illinois,2025-07-17,Self-referral,3,Engaged,Housing navigation,280.82,False,True,Needs met
FAM-100418,Illinois,2025-04-19,Community partner,2,Engaged,Legal aid referral,150.63,False,True,Needs met
FAM-100391,IL,2025-03-07,School,2,Pending outreach,,0.0,False,True,Still active
FAM-100592,Ill.,2025-03-29,School,0,Unable to contact,,0.0,False,False,No response after outreach
FAM-100498,NY,2025-12-05,Health provider,2,Pending outreach,Child care support,855.56,False,False,No response after outreach
FAM-100138,N.Y.,2025-05-07,Health provider,3,Engaged,Child care support,268.93,False,True,Connected to ongoing service
FAM-100062,OH,2025-05-14,Self-referral,3,Unable to contact,,0.0,False,,No response after outreach
FAM-100471,new york,2025-10-21,CPS hotline screened-out,2,Declined,,0.0,False,True,Family declined services
FAM-100647,washington,2025-07-15,Health provider,4,Unable to contact,Housing navigation,65.38,True,True,No response after outreach
FAM-100128,ohio,2025-07-29,CPS hotline screened-out,1,Engaged,Child care support,84.3,True,True,Connected to ongoing service
FAM-100250,new york,2025-03-07,CPS hotline screened-out,2,Engaged,Housing navigation,196.42,False,True,Connected to ongoing service
FAM-100520,washington,2025-05-11,CPS hotline screened-out,2,Engaged,Legal aid referral,53.21,False,True,Still active
FAM-100064,Texas,2025-05-30,Family resource center,4,Pending outreach,,0.0,False,False,No response after outreach
FAM-100014,Washington,2025-09-19,School,1,Unable to contact,Mental health referral,,False,False,No response after outreach
FAM-100156,TX,2025-02-16,Community partner,2,Declined,,0.0,False,True,Family declined services
FAM-100040,NY,2025-03-02,Family resource center,1,Engaged,Housing navigation,378.14,False,True,Needs met
FAM-100492,TX,2025-10-02,Self-referral,0,Unable to contact,Mental health referral,150.35,True,False,No response after outreach
FAM-100379,Texas,2025-04-06,School,5,Unable to contact,,180.41,False,False,No response after outreach
FAM-100187,washington,2025-05-20,Self-referral,2,Engaged,Legal aid referral,57.29,False,True,Still active
FAM-100216,Ohio,2025-01-29,Health provider,2,Engaged,Housing navigation,126.43,False,True,Connected to ongoing service
FAM-100052,washington,2025-05-13,Self-referral,4,Engaged,Parent coaching,35.73,True,True,Connected to ongoing service
FAM-100337,WA,2025-04-26,Self-referral,1,Pending outreach,,0.0,False,False,No response after outreach
FAM-100295,IL,2025-07-10,Family resource center,4,Pending outreach,Housing navigation,366.73,True,False,No response after outreach
FAM-100251,Texas,2025-06-30,Health provider,2,Unable to contact,Mental health referral,35.67,False,False,No response after outreach
FAM-100461,Texas,2025-02-21,Community partner,1,Engaged,Concrete supports,408.77,False,True,Needs met
FAM-100455,Texas,2025-07-22,School,2,Engaged,Benefits enrollment,192.92,False,True,Needs met
FAM-100499,texas,2025-06-05,Health provider,1,Engaged,,609.57,False,True,Connected to ongoing service
FAM-100269,texas,2025-08-04,Health provider,2,Engaged,Parent coaching,2500.0,False,True,Still active
FAM-100201,Wash.,2025-11-28,Community partner,2,Engaged,Legal aid referral,87.82,False,True,Connected to ongoing service
FAM-100161,Ohio,2025-08-31,Health provider,2,Engaged,Parent coaching,388.51,False,True,Still active
FAM-100555,N.Y.,2025-07-04,Community partner,0,Engaged,Mental health referral,34.33,False,False,No response after outreach
FAM-100401,texas,13/15/2025,Health provider,1,Engaged,Benefits enrollment,70.3,False,True,Connected to ongoing service
FAM-100476,Illinois,2025-11-06,Self-referral,2,Engaged,Child care support,311.87,False,True,Needs met
FAM-100105,NY,2025-10-15,CPS hotline screened-out,1,Engaged,Parent coaching,33.27,False,True,Needs met
FAM-100565,New York,2025-03-28,Community partner,0,Declined,Housing navigation,23.61,False,False,Family declined services
FAM-100389,Wash.,2025-02-25,Self-referral,1,Pending outreach,,0.0,True,False,No response after outreach
FAM-100001,washington,2025-10-10,School,3,Engaged,Parent coaching,36.32,False,True,Needs met
FAM-100723,Wash.,2025-02-13,Health provider,2,Declined,,0.0,False,False,Family declined services
FAM-100561,WA,2025-01-16,Health provider,3,Unable to contact,,0.0,False,False,No response after outreach
FAM-100080,Illinois,2025-12-10,Community partner,2,Engaged,Parent coaching,24.51,False,True,Still active
FAM-100205,OH,2025-04-08,CPS hotline screened-out,1,Pending outreach,,162.99,False,False,No response after outreach
FAM-100034,washington,2025-11-21,CPS hotline screened-out,3,Engaged,Concrete supports,178.29,False,True,Needs met
FAM-100508,OH,2025-04-09,School,1,Engaged,Benefits enrollment,5.9,False,True,Needs met
FAM-100427,Wash.,2025-10-21,CPS hotline screened-out,2,Engaged,Parent coaching,21.0,False,,Needs met
FAM-100454,New York,2025-08-06,Health provider,0,Engaged,Mental health referral,,False,True,Needs met
FAM-100366,Ill.,2025-06-21,School,1,Pending outreach,,0.0,False,False,No response after outreach
FAM-100091,TX,2025-10-21,Family resource center,1,Engaged,Concrete supports,159.13,False,True,Still active
FAM-100339,TX,2025-12-14,Health provider,2,Engaged,Mental health referral,8.39,False,False,No response after outreach
FAM-100564,Illinois,2025-11-21,Community partner,4,Engaged,Legal aid referral,141.91,True,True,Connected to ongoing service
FAM-100345,Ohio,2025-04-04,Health provider,4,Engaged,Housing navigation,75.88,False,True,Needs met
FAM-100241,Texas,2025-08-02,Health provider,0,Engaged,Concrete supports,127.1,False,False,Still active
FAM-100013,illinois,2025-10-05,Community partner,1,Engaged,Parent coaching,40.53,False,True,Needs met
FAM-100315,NY,2025-08-29,Community partner,2,Engaged,Benefits enrollment,77.73,False,True,Connected to ongoing service
FAM-100600,Texas,2025-08-13,Self-referral,0,Unable to contact,,0.0,False,False,No response after outreach
FAM-100387,illinois,2025-10-31,Family resource center,5,Unable to contact,,0.0,True,True,No response after outreach
FAM-100273,TX,2025-12-16,School,1,Engaged,Concrete supports,200.93,False,False,Still active
FAM-100166,OH,2025-04-28,School,3,Unable to contact,,0.0,False,False,No response after outreach
FAM-100247,Wash.,2025-06-01,CPS hotline screened-out,3,Engaged,Parent coaching,270.37,False,True,Needs met
FAM-100646,TX,2025-06-18,Community partner,2,Engaged,Legal aid referral,53.6,False,True,Needs met
FAM-100484,OH,2025-06-18,CPS hotline screened-out,3,Engaged,Legal aid referral,57.83,False,True,Connected to ongoing service
FAM-100336,TX,2025-12-18,Community partner,4,Unable to contact,,0.0,False,False,No response after outreach
FAM-100504,ohio,2025-04-11,Community partner,1,Engaged,Legal aid referral,132.97,False,True,Connected to ongoing service
FAM-100243,illinois,2025-08-26,CPS hotline screened-out,2,Engaged,Mental health referral,85.81,True,True,Needs met
FAM-100566,washington,13/15/2025,School,1,Engaged,Housing navigation,278.24,False,True,Needs met
FAM-100562,Illinois,2025-06-29,Family resource center,3,Unable to contact,Parent coaching,175.81,False,False,No response after outreach
FAM-100686,texas,2025-05-29,Community partner,2,Declined,,0.0,False,True,Family declined services
FAM-100189,Texas,2025-04-21,School,0,Unable to contact,Benefits enrollment,131.35,False,False,No response after outreach
FAM-100699,washington,2025-02-04,School,0,Engaged,Benefits enrollment,5.56,False,True,Needs met
FAM-100475,illinois,2025-10-14,Health provider,6,Engaged,Concrete supports,338.6,False,True,Needs met
FAM-100681,washington,2025-02-20,Health provider,2,Pending outreach,,0.0,False,False,Still active
FAM-100510,New York,2025-12-30,Family resource center,2,Unable to contact,,0.0,False,False,No response after outreach
FAM-100058,WA,2025-09-29,Community partner,4,Pending outreach,,0.0,False,False,Still active
FAM-100474,Wash.,2025-08-20,Family resource center,2,Engaged,,30.41,False,True,Connected to ongoing service
FAM-100560,illinois,2025-07-15,CPS hotline screened-out,1,Engaged,Concrete supports,197.54,False,True,Still active
FAM-100252,Ill.,2025-03-10,School,3,Engaged,Parent coaching,61.38,False,True,Needs met
FAM-100021,WA,2025-05-16,School,0,Engaged,Parent coaching,71.63,False,True,Connected to ongoing service
FAM-100313,TX,2025-04-13,Self-referral,3,Engaged,Mental health referral,6.58,False,True,Needs met
FAM-100459,texas,2025-02-08,Self-referral,1,Unable to contact,Mental health referral,127.82,False,True,No response after outreach
FAM-100160,illinois,2025-12-30,Health provider,2,Engaged,Mental health referral,67.15,False,True,Connected to ongoing service
FAM-100276,WA,2025-06-20,Health provider,1,Declined,,0.0,False,False,Family declined services
FAM-100191,Texas,2025-08-19,CPS hotline screened-out,3,Pending outreach,,0.0,False,False,Still active
FAM-100385,Texas,2025-02-14,Health provider,4,Engaged,Concrete supports,349.46,False,True,Needs met
FAM-100413,TX,2025-02-18,Family resource center,1,Pending outreach,,0.0,False,False,No response after outreach
FAM-100491,Washington,2025-11-13,Self-referral,4,Engaged,Housing navigation,94.47,False,True,Needs met
FAM-100343,Texas,2025-07-07,Health provider,1,Pending outreach,Benefits enrollment,105.74,True,False,Still active
FAM-100308,Ohio,2025-04-26,Family resource center,2,Declined,,0.0,False,True,Family declined services
FAM-100661,New York,2025-09-26,CPS hotline screened-out,3,Declined,,0.0,False,True,Family declined services
FAM-100130,Texas,2025-07-26,School,2,Engaged,Legal aid referral,20.24,False,True,Needs met
FAM-100663,Ohio,13/15/2025,School,2,Engaged,Concrete supports,857.06,False,True,Still active
FAM-100099,new york,2025-02-21,Community partner,3,Engaged,Concrete supports,197.51,False,True,Still active
FAM-100372,Ohio,2025-05-30,Health provider,3,Engaged,Concrete supports,182.94,False,True,Connected to ongoing service
FAM-100087,Wash.,2025-04-25,Family resource center,4,Engaged,Concrete supports,180.75,False,True,Still active
FAM-100458,texas,2025-11-03,CPS hotline screened-out,2,Engaged,Concrete supports,346.22,False,True,Needs met
FAM-100330,OH,2025-07-19,Family resource center,1,Engaged,Child care support,326.66,False,False,No response after outreach
FAM-100214,IL,2025-09-26,Self-referral,3,Pending outreach,,0.0,False,False,No response after outreach
FAM-100466,TX,2025-03-02,Community partner,2,Pending outreach,,0.0,True,,No response after outreach
FAM-100121,ohio,2025-09-01,Family resource center,2,Engaged,Concrete supports,770.49,False,True,Still active
FAM-100614,Texas,2025-09-08,Self-referral,1,Engaged,Child care support,,False,True,Needs met
FAM-100020,Ohio,2025-07-02,Health provider,2,Engaged,Housing navigation,396.14,False,True,Needs met
FAM-100700,New York,2025-07-09,CPS hotline screened-out,1,Engaged,Housing navigation,60.01,False,True,Needs met
FAM-100071,Washington,2025-03-11,Community partner,3,Engaged,Parent coaching,18.06,False,True,Still active
FAM-100106,IL,2025-10-12,Community partner,7,Unable to contact,,0.0,True,False,No response after outreach
FAM-100270,WA,2026-99-01,Community partner,0,Engaged,Legal aid referral,44.49,False,True,Needs met
FAM-100435,IL,2025-02-15,Self-referral,2,Declined,Child care support,278.8,False,True,Family declined services
FAM-100102,texas,2025-10-21,Health provider,2,Unable to contact,Parent coaching,41.31,False,False,No response after outreach
