family_id,site_state,referral_date,referral_source,outreach_attempts,engagement_status,service_type,flexible_funds_amount,case_review_flag,follow_up_completed,outcome_status,site_state_original,referral_date_raw,flexible_funds_amount_raw,fund_amount_capped_flag,engagement_status_valid,outcome_status_valid,duplicate_family_id_flag
FAM-100368,Illinois,2025-01-09,Family resource center,2,Engaged,Child care support,130.67,False,True,Still active,illinois,2025-01-09,130.67,False,True,True,False
FAM-100369,Ohio,2025-10-09,Family resource center,2,Declined,No service recorded,0.0,False,False,Family declined services,ohio,2025-10-09,0.0,False,True,True,False
FAM-100370,Ohio,2025-05-03,Community partner,2,Engaged,Legal aid referral,43.98,False,True,Needs met,ohio,2025-05-03,43.98,False,True,True,False
FAM-100371,New York,2025-08-30,Community partner,3,Engaged,Benefits enrollment,86.7,False,False,No response after outreach,NY,2025-08-30,86.7,False,True,True,False
FAM-100372,Ohio,2025-05-30,Health provider,3,Engaged,Concrete supports,182.94,False,True,Connected to ongoing service,Ohio,2025-05-30,182.94,False,True,True,False
FAM-100373,Texas,2025-05-17,School,2,Engaged,Concrete supports,1107.15,False,False,No response after outreach,texas,2025-05-17,1107.15,False,True,True,False
FAM-100374,Washington,2025-11-20,School,1,Declined,No service recorded,0.0,False,True,Family declined services,Wash.,2025-11-20,0.0,False,True,True,False
FAM-100375,New York,2025-02-04,School,3,Engaged,Concrete supports,162.98,False,True,Connected to ongoing service,new york,2025-02-04,162.98,False,True,True,False
FAM-100376,New York,2025-09-26,Self-referral,6,Engaged,Parent coaching,109.4,False,True,Still active,N.Y.,2025-09-26,109.4,False,True,True,False
FAM-100377,New York,2025-09-30,Family resource center,1,Engaged,Mental health referral,151.72,False,True,Connected to ongoing service,New York,2025-09-30,151.72,False,True,True,False
FAM-100378,Ohio,2025-05-19,Family resource center,1,Engaged,Housing navigation,474.35,False,True,Still active,OH,2025-05-19,474.35,False,True,True,False
FAM-100379,Texas,2025-04-06,School,5,Unable to contact,No service recorded,180.41,False,False,No response after outreach,Texas,2025-04-06,180.41,False,True,True,False
FAM-100380,Illinois,2025-01-02,Self-referral,2,Pending outreach,No service recorded,0.0,False,False,Still active,Ill.,2025-01-02,0.0,False,True,True,False
FAM-100381,New York,2025-12-08,Self-referral,3,Declined,No service recorded,0.0,False,True,Family declined services,new york,2025-12-08,0.0,False,True,True,False
FAM-100382,Washington,2025-12-12,Community partner,1,Declined,No service recorded,0.0,False,True,Family declined services,Wash.,2025-12-12,0.0,False,True,True,False
FAM-100383,Illinois,2025-03-29,Self-referral,1,Engaged,Parent coaching,122.96,False,False,No response after outreach,illinois,2025-03-29,122.96,False,True,True,False
FAM-100384,Ohio,2025-01-12,School,2,Declined,No service recorded,0.0,False,False,Family declined services,Ohio,2025-01-12,0.0,False,True,True,False
FAM-100385,Texas,2025-02-14,Health provider,4,Engaged,Concrete supports,349.46,False,True,Needs met,Texas,2025-02-14,349.46,False,True,True,False
FAM-100386,Illinois,2025-01-25,Self-referral,1,Engaged,Legal aid referral,127.36,False,True,Needs met,IL,2025-01-25,127.36,False,True,True,False
FAM-100387,Illinois,2025-10-31,Family resource center,5,Unable to contact,No service recorded,0.0,True,True,No response after outreach,illinois,2025-10-31,0.0,False,True,True,False
FAM-100388,Illinois,2025-11-22,Family resource center,4,Engaged,Legal aid referral,85.69,True,True,Needs met,Illinois,2025-11-22,85.69,False,True,True,False
FAM-100389,Washington,2025-02-25,Self-referral,1,Pending outreach,No service recorded,0.0,True,False,No response after outreach,Wash.,2025-02-25,0.0,False,True,True,False
FAM-100390,Illinois,2025-09-30,Health provider,1,Unable to contact,Concrete supports,457.53,False,False,No response after outreach,Illinois,2025-09-30,457.53,False,True,True,False
FAM-100391,Illinois,2025-03-07,School,2,Pending outreach,No service recorded,0.0,False,True,Still active,IL,2025-03-07,0.0,False,True,True,False
FAM-100392,Illinois,2025-05-15,School,0,Engaged,Parent coaching,94.9,False,True,Connected to ongoing service,Illinois,2025-05-15,94.9,False,True,True,False
FAM-100393,Illinois,2025-08-07,Family resource center,2,Engaged,Mental health referral,17.54,False,True,Needs met,IL,2025-08-07,17.54,False,True,True,False
FAM-100394,Texas,2025-09-20,Community partner,0,Unable to contact,No service recorded,0.0,False,False,No response after outreach,TX,2025-09-20,0.0,False,True,True,False
FAM-100395,New York,2025-11-16,Health provider,2,Engaged,Parent coaching,92.45,False,True,Needs met,New York,2025-11-16,92.45,False,True,True,False
FAM-100396,Ohio,2025-01-17,Self-referral,3,Engaged,Mental health referral,102.1,True,True,Needs met,OH,2025-01-17,102.1,False,True,True,False
FAM-100397,Texas,2025-03-13,CPS hotline screened-out,0,Unable to contact,Mental health referral,144.15,False,False,No response after outreach,texas,2025-03-13,144.15,False,True,True,False
FAM-100398,Washington,2025-04-13,Health provider,4,Pending outreach,No service recorded,0.0,False,False,Still active,Wash.,2025-04-13,0.0,False,True,True,False
FAM-100399,Illinois,2025-04-24,Community partner,3,Unable to contact,Concrete supports,289.75,False,True,No response after outreach,IL,2025-04-24,289.75,False,True,True,False
FAM-100400,Washington,2025-12-31,Community partner,5,Engaged,Child care support,779.48,False,False,No response after outreach,Wash.,2025-12-31,779.48,False,True,True,False
FAM-100402,Illinois,2025-04-27,CPS hotline screened-out,3,Unable to contact,No service recorded,0.0,False,False,No response after outreach,Ill.,2025-04-27,0.0,False,True,True,False
FAM-100403,Texas,2025-12-21,CPS hotline screened-out,2,Engaged,Housing navigation,173.09,False,True,Still active,TX,2025-12-21,173.09,False,True,True,False
FAM-100404,Washington,2025-07-02,School,0,Engaged,Parent coaching,220.7,False,True,Needs met,Wash.,2025-07-02,220.7,False,True,True,False
FAM-100405,New York,2025-07-02,Health provider,3,Engaged,Mental health referral,68.53,False,True,Needs met,new york,2025-07-02,68.53,False,True,True,False
FAM-100406,Washington,2025-06-08,CPS hotline screened-out,5,Engaged,Parent coaching,81.13,False,True,Still active,Washington,2025-06-08,81.13,False,True,True,False
FAM-100407,Ohio,2025-02-22,School,3,Engaged,Benefits enrollment,102.13,False,True,Connected to ongoing service,Ohio,2025-02-22,102.13,False,True,True,False
FAM-100408,Texas,2025-12-08,Community partner,1,Engaged,Benefits enrollment,94.96,False,True,Connected to ongoing service,texas,2025-12-08,94.96,False,True,True,False
FAM-100409,Washington,2025-01-06,Health provider,1,Unable to contact,Child care support,390.83,False,False,No response after outreach,Washington,2025-01-06,390.83,False,True,True,False
FAM-100410,New York,2025-03-05,Community partner,3,Engaged,Legal aid referral,137.42,False,True,Connected to ongoing service,NY,2025-03-05,137.42,False,True,True,False
FAM-100411,Washington,2025-03-25,CPS hotline screened-out,2,Unable to contact,No service recorded,0.0,False,False,No response after outreach,Wash.,2025-03-25,0.0,False,True,True,False
FAM-100412,New York,2025-04-12,Health provider,1,Engaged,Housing navigation,160.9,False,True,Needs met,New York,2025-04-12,160.9,False,True,True,False
FAM-100413,Texas,2025-02-18,Family resource center,1,Pending outreach,No service recorded,0.0,False,False,No response after outreach,TX,2025-02-18,0.0,False,True,True,False
FAM-100414,Texas,2025-01-07,Health provider,2,Engaged,Legal aid referral,22.72,False,False,No response after outreach,Texas,2025-01-07,22.72,False,True,True,False
FAM-100415,Illinois,2025-09-05,School,1,Engaged,Parent coaching,26.12,False,True,Connected to ongoing service,illinois,2025-09-05,26.12,False,True,True,False
FAM-100416,New York,2025-12-20,School,2,Engaged,Concrete supports,582.29,False,True,Connected to ongoing service,New York,2025-12-20,582.29,False,True,True,False
FAM-100417,New York,2025-02-14,CPS hotline screened-out,1,Engaged,Legal aid referral,63.38,False,True,Connected to ongoing service,N.Y.,2025-02-14,63.38,False,True,True,False
FAM-100418,Illinois,2025-04-19,Community partner,2,Engaged,Legal aid referral,150.63,False,True,Needs met,Illinois,2025-04-19,150.63,False,True,True,False
FAM-100419,Illinois,2025-07-04,School,2,Declined,Concrete supports,426.6,False,False,Family declined services,Ill.,2025-07-04,426.6,False,True,True,False
FAM-100420,New York,2025-12-05,Health provider,2,Pending outreach,No service recorded,0.0,True,False,No response after outreach,N.Y.,2025-12-05,0.0,False,True,True,False
FAM-100421,Illinois,2025-09-11,School,3,Engaged,Legal aid referral,1500.0,False,True,Connected to ongoing service,Ill.,2025-09-11,5000.0,True,True,True,False
FAM-100422,Illinois,2025-10-07,Family resource center,2,Engaged,Benefits enrollment,31.8,False,True,Connected to ongoing service,Ill.,2025-10-07,31.8,False,True,True,False
FAM-100423,Texas,2025-08-01,Health provider,4,Unable to contact,No service recorded,0.0,False,False,No response after outreach,Texas,2025-08-01,0.0,False,True,True,False
FAM-100424,Texas,2025-06-02,CPS hotline screened-out,3,Unable to contact,Mental health referral,143.2,False,False,No response after outreach,texas,2025-06-02,143.2,False,True,True,False
FAM-100425,Texas,2025-03-14,Health provider,3,Engaged,Child care support,263.92,False,True,Needs met,TX,2025-03-14,263.92,False,True,True,False
FAM-100426,New York,2025-11-12,Health provider,2,Declined,No service recorded,1500.0,False,True,Family declined services,N.Y.,2025-11-12,3750.0,True,True,True,False
FAM-100427,Washington,2025-10-21,CPS hotline screened-out,2,Engaged,Parent coaching,21.0,False,False,Needs met,Wash.,2025-10-21,21.0,False,True,True,False
FAM-100428,Texas,2025-01-10,School,2,Unable to contact,Mental health referral,50.24,False,False,No response after outreach,TX,2025-01-10,50.24,False,True,True,False
FAM-100429,Illinois,2025-09-19,Family resource center,3,Engaged,No service recorded,63.77,True,True,Still active,IL,2025-09-19,63.77,False,True,True,False
FAM-100430,Illinois,2025-01-31,School,2,Engaged,Housing navigation,191.04,False,False,Still active,Illinois,2025-01-31,191.04,False,True,True,False
FAM-100431,Texas,2025-09-27,School,4,Engaged,Benefits enrollment,84.91,True,False,No response after outreach,Texas,2025-09-27,84.91,False,True,True,False
FAM-100432,Illinois,2025-10-29,Community partner,0,Unable to contact,No service recorded,0.0,False,False,No response after outreach,IL,2025-10-29,0.0,False,True,True,False
FAM-100433,Ohio,2025-02-17,CPS hotline screened-out,1,Engaged,Child care support,243.74,False,False,Still active,ohio,2025-02-17,243.74,False,True,True,False
FAM-100434,Washington,2025-06-08,Community partner,3,Declined,Housing navigation,222.51,True,True,Family declined services,washington,2025-06-08,222.51,False,True,True,False
FAM-100435,Illinois,2025-02-15,Self-referral,2,Declined,Child care support,278.8,False,True,Family declined services,IL,2025-02-15,278.8,False,True,True,False
FAM-100436,Illinois,2025-07-27,Family resource center,4,Unable to contact,No service recorded,0.0,True,True,No response after outreach,Illinois,2025-07-27,0.0,False,True,True,False
FAM-100437,Washington,2025-12-05,Health provider,2,Engaged,Parent coaching,1500.0,False,True,Needs met,washington,2025-12-05,2500.0,True,True,True,False
FAM-100438,Ohio,2025-01-30,Self-referral,1,Engaged,Housing navigation,477.02,False,True,Connected to ongoing service,OH,2025-01-30,477.02,False,True,True,False
FAM-100439,Illinois,2025-05-26,Health provider,0,Engaged,Mental health referral,177.57,False,True,Still active,Ill.,2025-05-26,177.57,False,True,True,False
FAM-100440,Washington,2025-12-22,Health provider,4,Unable to contact,Housing navigation,0.0,False,True,No response after outreach,washington,2025-12-22,-125.0,False,True,True,False
FAM-100441,Washington,2025-04-20,School,2,Pending outreach,Child care support,554.45,False,False,Still active,washington,2025-04-20,554.45,False,True,True,False
FAM-100442,Ohio,2025-02-18,CPS hotline screened-out,1,Engaged,Concrete supports,264.22,False,True,Still active,ohio,2025-02-18,264.22,False,True,True,False
FAM-100443,Texas,2025-06-28,School,2,Declined,No service recorded,0.0,False,True,Family declined services,TX,2025-06-28,0.0,False,True,True,False
FAM-100444,New York,2025-07-05,Family resource center,1,Engaged,Parent coaching,57.26,False,True,Needs met,N.Y.,2025-07-05,57.26,False,True,True,False
FAM-100445,Illinois,2025-08-30,Health provider,7,Engaged,Mental health referral,27.05,False,False,No response after outreach,IL,2025-08-30,27.05,False,True,True,False
FAM-100446,Texas,2025-04-25,Self-referral,1,Engaged,Parent coaching,113.54,False,False,No response after outreach,Texas,2025-04-25,113.54,False,True,True,False
FAM-100447,New York,2025-12-15,CPS hotline screened-out,1,Unable to contact,No service recorded,0.0,False,True,No response after outreach,NY,2025-12-15,0.0,False,True,True,False
FAM-100448,Texas,2025-07-10,Community partner,1,Engaged,Concrete supports,347.58,False,True,Still active,Texas,2025-07-10,347.58,False,True,True,False
FAM-100449,Washington,2025-04-15,Community partner,1,Engaged,Parent coaching,45.8,False,True,Connected to ongoing service,Washington,2025-04-15,45.8,False,True,True,False
FAM-100450,Illinois,2025-12-17,School,4,Declined,Benefits enrollment,47.18,False,True,Family declined services,Ill.,2025-12-17,47.18,False,True,True,False
FAM-100451,Texas,2025-12-04,Family resource center,3,Engaged,Concrete supports,237.15,False,True,Connected to ongoing service,texas,2025-12-04,237.15,False,True,True,False
FAM-100453,Washington,2025-01-10,Health provider,3,Engaged,Legal aid referral,35.71,False,True,Connected to ongoing service,Wash.,2025-01-10,35.71,False,True,True,False
FAM-100454,New York,2025-08-06,Health provider,0,Engaged,Mental health referral,0.0,False,True,Needs met,New York,2025-08-06,,False,True,True,False
FAM-100455,Texas,2025-07-22,School,2,Engaged,Benefits enrollment,192.92,False,True,Needs met,Texas,2025-07-22,192.92,False,True,True,False
FAM-100456,Ohio,2025-02-24,Family resource center,0,Engaged,Child care support,0.0,True,True,Still active,ohio,2025-02-24,,False,True,True,False
FAM-100457,New York,2025-08-20,CPS hotline screened-out,5,Unable to contact,No service recorded,0.0,False,False,No response after outreach,NY,2025-08-20,0.0,False,True,True,False
FAM-100458,Texas,2025-11-03,CPS hotline screened-out,2,Engaged,Concrete supports,346.22,False,True,Needs met,texas,2025-11-03,346.22,False,True,True,False
FAM-100459,Texas,2025-02-08,Self-referral,1,Unable to contact,Mental health referral,127.82,False,True,No response after outreach,texas,2025-02-08,127.82,False,True,True,False
FAM-100460,Ohio,2025-09-22,Health provider,3,Engaged,Housing navigation,358.25,False,True,Connected to ongoing service,Ohio,2025-09-22,358.25,False,True,True,False
FAM-100461,Texas,2025-02-21,Community partner,1,Engaged,Concrete supports,408.77,False,True,Needs met,Texas,2025-02-21,408.77,False,True,True,False
FAM-100462,Washington,2025-10-01,Family resource center,3,Engaged,Legal aid referral,112.95,False,True,Needs met,Wash.,2025-10-01,112.95,False,True,True,False
FAM-100463,New York,2025-06-02,CPS hotline screened-out,1,Engaged,Benefits enrollment,41.5,False,True,Needs met,new york,2025-06-02,41.5,False,True,True,False
FAM-100464,Ohio,2025-01-03,Community partner,1,Engaged,Concrete supports,210.39,True,True,Needs met,OH,2025-01-03,210.39,False,True,True,False
FAM-100465,Illinois,2025-12-19,CPS hotline screened-out,3,Engaged,Housing navigation,548.7,False,True,Connected to ongoing service,IL,2025-12-19,548.7,False,True,True,False
FAM-100466,Texas,2025-03-02,Community partner,2,Pending outreach,No service recorded,0.0,True,False,No response after outreach,TX,2025-03-02,0.0,False,True,True,False
FAM-100467,Ohio,2025-08-06,Self-referral,6,Declined,No service recorded,0.0,False,True,Family declined services,ohio,2025-08-06,0.0,False,True,True,False
FAM-100468,New York,2025-03-08,Self-referral,3,Engaged,Parent coaching,48.56,False,True,Still active,new york,2025-03-08,48.56,False,True,True,False
FAM-100469,Illinois,2025-12-07,Health provider,4,Engaged,Parent coaching,78.88,True,True,Needs met,Illinois,2025-12-07,78.88,False,True,True,False
FAM-100470,Washington,2025-09-27,Family resource center,1,Engaged,Parent coaching,120.8,False,False,Still active,washington,2025-09-27,120.8,False,True,True,False
FAM-100471,New York,2025-10-21,CPS hotline screened-out,2,Declined,No service recorded,0.0,False,True,Family declined services,new york,2025-10-21,0.0,False,True,True,False
FAM-100472,Texas,2025-06-07,Health provider,2,Engaged,Legal aid referral,243.46,False,True,Connected to ongoing service,Texas,2025-06-07,243.46,False,True,True,False
FAM-100473,Illinois,2025-06-20,CPS hotline screened-out,2,Engaged,Benefits enrollment,176.17,False,False,No response after outreach,IL,2025-06-20,176.17,False,True,True,False
FAM-100474,Washington,2025-08-20,Family resource center,2,Engaged,No service recorded,30.41,False,True,Connected to ongoing service,Wash.,2025-08-20,30.41,False,True,True,False
FAM-100475,Illinois,2025-10-14,Health provider,6,Engaged,Concrete supports,338.6,False,True,Needs met,illinois,2025-10-14,338.6,False,True,True,False
FAM-100476,Illinois,2025-11-06,Self-referral,2,Engaged,Child care support,311.87,False,True,Needs met,Illinois,2025-11-06,311.87,False,True,True,False
FAM-100477,Washington,2025-01-07,Health provider,1,Declined,Concrete supports,211.78,False,True,Family declined services,Washington,2025-01-07,211.78,False,True,True,False
FAM-100478,Washington,2025-08-31,School,3,Pending outreach,No service recorded,0.0,False,False,No response after outreach,washington,2025-08-31,0.0,False,True,True,False
FAM-100479,Illinois,2025-02-09,Self-referral,7,Engaged,Concrete supports,270.15,True,False,No response after outreach,IL,2025-02-09,270.15,False,True,True,False
FAM-100480,Ohio,2025-04-16,Family resource center,0,Engaged,Child care support,157.22,False,False,Still active,ohio,2025-04-16,157.22,False,True,True,False
FAM-100481,Texas,2025-10-30,Community partner,0,Engaged,Legal aid referral,67.81,True,True,Needs met,TX,2025-10-30,67.81,False,True,True,False
FAM-100482,Washington,2025-04-02,Family resource center,2,Engaged,Parent coaching,49.01,False,True,Still active,Wash.,2025-04-02,49.01,False,True,True,False
FAM-100483,New York,2025-10-18,Self-referral,4,Engaged,Mental health referral,86.42,False,True,Needs met,New York,2025-10-18,86.42,False,True,True,False
FAM-100484,Ohio,2025-06-18,CPS hotline screened-out,3,Engaged,Legal aid referral,57.83,False,True,Connected to ongoing service,OH,2025-06-18,57.83,False,True,True,False
FAM-100485,Texas,2025-03-26,Family resource center,2,Declined,Benefits enrollment,257.36,False,True,Family declined services,Texas,2025-03-26,257.36,False,True,True,False
FAM-100486,Texas,2025-05-02,Community partner,4,Pending outreach,No service recorded,0.0,False,True,No response after outreach,TX,2025-05-02,0.0,False,True,True,False
FAM-100487,Texas,2025-07-13,Health provider,2,Unable to contact,Parent coaching,88.93,False,True,No response after outreach,Texas,2025-07-13,88.93,False,True,True,False
FAM-100488,Ohio,2025-10-07,CPS hotline screened-out,1,Unable to contact,Mental health referral,74.73,True,False,No response after outreach,OH,2025-10-07,74.73,False,True,True,False
FAM-100489,Illinois,2025-08-10,Community partner,2,Engaged,Concrete supports,224.81,False,True,Needs met,IL,2025-08-10,224.81,False,True,True,False
FAM-100490,Washington,2025-12-07,Health provider,2,Engaged,Mental health referral,57.98,False,True,Still active,Washington,2025-12-07,57.98,False,True,True,False
FAM-100491,Washington,2025-11-13,Self-referral,4,Engaged,Housing navigation,94.47,False,True,Needs met,Washington,2025-11-13,94.47,False,True,True,False
FAM-100492,Texas,2025-10-02,Self-referral,0,Unable to contact,Mental health referral,150.35,True,False,No response after outreach,TX,2025-10-02,150.35,False,True,True,False
FAM-100493,Illinois,2025-08-09,School,3,Engaged,Child care support,627.5,False,True,Needs met,Ill.,2025-08-09,627.5,False,True,True,False
FAM-100494,Illinois,2025-04-16,Self-referral,2,Declined,No service recorded,0.0,False,True,Family declined services,Illinois,2025-04-16,0.0,False,True,True,False
FAM-100495,Texas,2025-05-31,CPS hotline screened-out,2,Engaged,Benefits enrollment,48.27,True,True,Connected to ongoing service,TX,2025-05-31,48.27,False,True,True,False
FAM-100496,Illinois,2025-02-13,Family resource center,5,Engaged,Parent coaching,188.2,True,True,Needs met,Illinois,2025-02-13,188.2,False,True,True,False
FAM-100497,Washington,2025-05-17,Community partner,0,Engaged,Concrete supports,1100.16,False,False,Still active,Wash.,2025-05-17,1100.16,False,True,True,False
FAM-100498,New York,2025-12-05,Health provider,2,Pending outreach,Child care support,855.56,False,False,No response after outreach,NY,2025-12-05,855.56,False,True,True,False
FAM-100499,Texas,2025-06-05,Family resource center,1,Engaged,Housing navigation,609.57,False,True,Connected to ongoing service,texas,2025-06-05,609.57,False,True,True,False
FAM-100500,Washington,2025-02-11,Community partner,0,Engaged,Concrete supports,105.27,False,False,Needs met,Washington,2025-02-11,105.27,False,True,True,False
FAM-100501,New York,2025-08-26,School,0,Engaged,Concrete supports,104.2,False,True,Needs met,New York,2025-08-26,104.2,False,True,True,False
FAM-100502,New York,2025-12-18,Self-referral,4,Unable to contact,No service recorded,0.0,False,True,No response after outreach,new york,2025-12-18,0.0,False,True,True,False
FAM-100503,Texas,2025-11-13,Family resource center,3,Pending outreach,No service recorded,0.0,False,False,No response after outreach,TX,2025-11-13,0.0,False,True,True,False
FAM-100504,Ohio,2025-04-11,Community partner,1,Engaged,Legal aid referral,132.97,False,True,Connected to ongoing service,ohio,2025-04-11,132.97,False,True,True,False
FAM-100505,New York,2025-06-15,Health provider,6,Pending outreach,No service recorded,0.0,False,True,No response after outreach,N.Y.,2025-06-15,0.0,False,True,True,False
FAM-100506,Texas,2025-07-13,Community partner,2,Engaged,Benefits enrollment,1500.0,True,True,Still active,texas,2025-07-13,5000.0,True,True,True,False
FAM-100507,Washington,2025-04-01,Health provider,3,Unable to contact,No service recorded,0.0,False,True,No response after outreach,washington,2025-04-01,0.0,False,True,True,False
FAM-100508,Ohio,2025-04-09,School,1,Engaged,Benefits enrollment,5.9,False,True,Needs met,OH,2025-04-09,5.9,False,True,True,False
FAM-100509,Illinois,2025-03-28,CPS hotline screened-out,0,Engaged,Benefits enrollment,53.87,False,True,Still active,IL,2025-03-28,53.87,False,True,True,False
FAM-100510,New York,2025-12-30,Family resource center,2,Unable to contact,No service recorded,0.0,False,False,No response after outreach,New York,2025-12-30,0.0,False,True,True,False
FAM-100511,New York,2025-09-30,Health provider,1,Engaged,Mental health referral,128.29,False,True,Connected to ongoing service,NY,2025-09-30,128.29,False,True,True,False
FAM-100512,Illinois,2025-11-03,School,0,Engaged,Benefits enrollment,68.71,False,True,Connected to ongoing service,IL,2025-11-03,68.71,False,True,True,False
FAM-100513,Illinois,2025-10-26,CPS hotline screened-out,3,Declined,No service recorded,0.0,False,True,Family declined services,Illinois,2025-10-26,0.0,False,True,True,False
FAM-100514,Texas,2025-12-17,CPS hotline screened-out,1,Pending outreach,No service recorded,0.0,False,False,No response after outreach,Texas,2025-12-17,0.0,False,True,True,False
FAM-100515,New York,2025-02-08,School,4,Engaged,Parent coaching,79.92,False,False,Still active,new york,2025-02-08,79.92,False,True,True,False
FAM-100516,Washington,2025-11-18,Health provider,3,Unable to contact,No service recorded,0.0,False,False,No response after outreach,WA,2025-11-18,0.0,False,True,True,False
FAM-100517,New York,2025-01-25,Community partner,0,Declined,No service recorded,0.0,False,True,Family declined services,N.Y.,2025-01-25,0.0,False,True,True,False
FAM-100518,Illinois,2025-06-23,Self-referral,1,Engaged,Benefits enrollment,23.93,False,True,Needs met,IL,2025-06-23,23.93,False,True,True,False
FAM-100519,Texas,2025-08-05,School,4,Declined,No service recorded,0.0,False,True,Family declined services,texas,2025-08-05,0.0,False,True,True,False
FAM-100520,Washington,2025-05-11,CPS hotline screened-out,2,Engaged,Legal aid referral,53.21,False,True,Still active,washington,2025-05-11,53.21,False,True,True,False
FAM-100521,New York,2025-02-23,Health provider,1,Declined,No service recorded,0.0,True,True,Family declined services,New York,2025-02-23,0.0,False,True,True,False
FAM-100522,Illinois,2025-03-12,Community partner,4,Engaged,Child care support,408.6,False,True,Still active,Illinois,2025-03-12,408.6,False,True,True,False
FAM-100523,Illinois,2025-10-29,CPS hotline screened-out,3,Engaged,Concrete supports,0.0,False,True,Needs met,illinois,2025-10-29,,False,True,True,False
FAM-100524,Ohio,2025-04-27,CPS hotline screened-out,2,Engaged,Legal aid referral,199.85,False,True,Still active,OH,2025-04-27,199.85,False,True,True,False
FAM-100525,Ohio,2025-04-24,Community partner,1,Engaged,Mental health referral,81.52,False,True,Needs met,Ohio,2025-04-24,81.52,False,True,True,False
FAM-100526,New York,2025-12-04,Health provider,1,Declined,No service recorded,0.0,False,True,Family declined services,new york,2025-12-04,0.0,False,True,True,False
FAM-100527,Illinois,2025-02-22,Family resource center,2,Pending outreach,No service recorded,0.0,False,False,Still active,Ill.,2025-02-22,0.0,False,True,True,False
FAM-100528,Ohio,2025-12-01,School,4,Engaged,Child care support,356.13,False,True,Needs met,OH,2025-12-01,356.13,False,True,True,False
FAM-100529,Washington,2025-12-03,CPS hotline screened-out,1,Engaged,Parent coaching,131.02,False,True,Needs met,Washington,2025-12-03,131.02,False,True,True,False
FAM-100530,Texas,2025-08-07,Community partner,5,Engaged,Parent coaching,126.85,False,True,Needs met,Texas,2025-08-07,126.85,False,True,True,False
FAM-100531,Ohio,2025-03-02,Community partner,2,Engaged,Mental health referral,29.45,False,True,Needs met,ohio,2025-03-02,29.45,False,True,True,False
FAM-100532,Illinois,2025-02-26,Community partner,1,Engaged,Housing navigation,140.19,False,True,Needs met,Ill.,2025-02-26,140.19,False,True,True,False
FAM-100533,New York,2025-04-14,Community partner,2,Declined,Benefits enrollment,5.71,False,True,Family declined services,N.Y.,2025-04-14,5.71,False,True,True,False
FAM-100534,New York,2025-07-30,Family resource center,0,Declined,Concrete supports,209.84,False,False,Family declined services,N.Y.,2025-07-30,209.84,False,True,True,False
FAM-100535,Texas,2025-02-26,School,1,Engaged,Concrete supports,131.71,False,True,Connected to ongoing service,Texas,2025-02-26,131.71,False,True,True,False
FAM-100536,Washington,2025-06-16,Health provider,2,Engaged,Legal aid referral,49.27,False,True,Still active,WA,2025-06-16,49.27,False,True,True,False
FAM-100537,Washington,2025-02-12,Self-referral,3,Unable to contact,No service recorded,0.0,False,False,No response after outreach,Washington,2025-02-12,0.0,False,True,True,False
FAM-100538,Washington,2025-07-17,Community partner,6,Engaged,Mental health referral,65.04,True,False,Still active,Washington,2025-07-17,65.04,False,True,True,False
FAM-100539,Washington,2025-01-08,Community partner,2,Engaged,Housing navigation,297.36,True,True,Connected to ongoing service,Wash.,2025-01-08,297.36,False,True,True,False
FAM-100540,Washington,2025-09-16,School,1,Engaged,Benefits enrollment,69.64,False,False,No response after outreach,Wash.,2025-09-16,69.64,False,True,True,False
FAM-100541,Illinois,2025-01-21,School,1,Engaged,Parent coaching,68.49,False,True,Connected to ongoing service,Illinois,2025-01-21,68.49,False,True,True,False
FAM-100542,Illinois,2025-03-13,CPS hotline screened-out,2,Engaged,Child care support,337.06,False,True,Needs met,illinois,2025-03-13,337.06,False,True,True,False
FAM-100543,New York,2025-03-05,Health provider,1,Unable to contact,No service recorded,0.0,False,False,No response after outreach,new york,2025-03-05,0.0,False,True,True,False
FAM-100544,Ohio,2025-10-31,Community partner,3,Engaged,Benefits enrollment,76.87,False,True,Connected to ongoing service,Ohio,2025-10-31,76.87,False,True,True,False
FAM-100545,Illinois,2025-01-20,Community partner,4,Unable to contact,No service recorded,0.0,False,False,No response after outreach,Ill.,2025-01-20,0.0,False,True,True,False
FAM-100546,Washington,2025-06-06,Health provider,1,Engaged,Legal aid referral,159.07,False,True,Connected to ongoing service,Wash.,2025-06-06,159.07,False,True,True,False
FAM-100547,Texas,2025-08-04,Family resource center,2,Declined,Child care support,259.6,True,True,Family declined services,TX,2025-08-04,259.6,False,True,True,False
FAM-100548,Ohio,2025-07-08,Family resource center,2,Engaged,Legal aid referral,244.57,False,False,Still active,ohio,2025-07-08,244.57,False,True,True,False
FAM-100549,Illinois,2025-09-06,Family resource center,0,Engaged,Child care support,117.64,False,True,Needs met,IL,2025-09-06,117.64,False,True,True,False
FAM-100550,New York,2025-10-21,School,0,Engaged,Parent coaching,58.23,True,True,Needs met,N.Y.,2025-10-21,58.23,False,True,True,False
FAM-100551,Illinois,2025-05-24,CPS hotline screened-out,1,Engaged,Legal aid referral,41.85,False,True,Still active,IL,2025-05-24,41.85,False,True,True,False
FAM-100552,Washington,2025-10-30,Community partner,4,Engaged,Parent coaching,94.04,False,False,Still active,Wash.,2025-10-30,94.04,False,True,True,False
