order_item_id,order_id,product_id,returned_qty,return_reason,return_date
3189,1285,81,1,Not Needed,2025-08-27
24153,9674,160,1,Wrong Size,2025-03-27
26899,10745,150,1,Damaged,2025-09-27
3762,1515,87,1,Damaged,2025-05-27
23777,9526,101,1,Not Needed,2025-04-26
1578,639,15,1,Wrong Size,2024-02-01
511,213,168,1,Not Needed,2024-04-11
3515,1411,19,1,Not Needed,2025-01-31
29538,11785,71,1,Damaged,2025-03-17
28715,11456,173,1,Wrong Size,2024-04-08
23921,9580,176,1,Late Delivery,2024-03-02
14659,5845,109,1,Not Needed,2024-07-29
15044,5995,174,1,Damaged,2024-03-05
28264,11287,32,1,Wrong Size,2025-08-27
12730,5066,160,1,Wrong Size,2024-08-12
28907,11537,47,1,Not Needed,2024-08-20
21048,8402,96,1,Late Delivery,2025-03-16
17893,7135,117,1,Not Needed,2024-07-06
16497,6579,52,1,Wrong Size,2025-10-22
10019,3985,5,1,Damaged,2024-06-25
28816,11499,149,1,Damaged,2025-10-02
24766,9905,57,1,Damaged,2024-04-30
14281,5691,26,1,Wrong Size,2025-11-20
4002,1615,56,1,Damaged,2024-12-04
12311,4899,16,1,Wrong Size,2025-02-21
5788,2316,50,1,Damaged,2025-05-20
26371,10544,167,1,Damaged,2024-09-26
11316,4494,6,1,Not Needed,2024-10-04
6280,2511,74,1,Wrong Size,2024-03-09
22497,9002,133,1,Wrong Size,2024-01-25
24007,9615,171,1,Not Needed,2024-11-12
14363,5727,72,1,Wrong Size,2025-09-27
28183,11257,4,1,Damaged,2025-08-30
15711,6261,178,1,Damaged,2024-12-28
15599,6216,39,1,Wrong Size,2025-09-11
17021,6785,99,1,Wrong Size,2025-01-23
14586,5818,49,1,Damaged,2025-10-03
18303,7304,123,1,Late Delivery,2025-05-03
5024,2012,11,1,Late Delivery,2025-07-23
3600,1447,123,1,Damaged,2024-11-12
8934,3558,95,1,Wrong Size,2025-06-12
26226,10490,174,1,Damaged,2024-06-12
7831,3130,45,1,Damaged,2025-09-15
8912,3548,12,1,Late Delivery,2024-10-20
10718,4260,2,1,Damaged,2024-05-05
25456,10176,47,1,Wrong Size,2025-11-18
17819,7106,90,1,Not Needed,2025-04-16
6936,2776,106,1,Damaged,2025-08-27
11800,4689,75,1,Not Needed,2025-10-18
23855,9553,176,1,Not Needed,2024-01-08
17153,6841,25,1,Not Needed,2024-09-22
7163,2860,113,1,Wrong Size,2024-02-18
13400,5332,19,1,Wrong Size,2024-02-10
28836,11507,161,1,Wrong Size,2024-08-23
5905,2364,164,1,Not Needed,2024-07-11
25202,10076,7,1,Not Needed,2025-08-22
8606,3430,21,1,Not Needed,2024-07-25
18076,7208,45,1,Damaged,2024-07-28
21563,8612,5,1,Damaged,2024-05-05
15801,6297,66,1,Damaged,2024-07-28
17989,7171,85,1,Not Needed,2025-03-23
24150,9673,140,1,Damaged,2025-04-28
16097,6417,20,1,Damaged,2025-10-16
16054,6401,131,1,Wrong Size,2025-02-27
7014,2805,76,1,Damaged,2025-10-21
16452,6559,20,1,Damaged,2025-03-14
29488,11765,29,1,Not Needed,2024-04-03
949,383,87,1,Damaged,2024-05-16
9008,3582,131,1,Wrong Size,2024-07-09
18321,7310,20,1,Damaged,2025-05-30
8284,3306,102,1,Not Needed,2025-12-29
23746,9514,32,1,Wrong Size,2025-09-09
28421,11344,162,1,Damaged,2024-09-23
23654,9481,55,1,Not Needed,2024-04-04
27169,10845,175,1,Damaged,2025-03-15
1945,786,102,1,Wrong Size,2025-01-19
19476,7775,102,1,Wrong Size,2025-12-31
10296,4096,42,1,Late Delivery,2025-01-01
25312,10122,63,1,Wrong Size,2024-02-10
14631,5836,32,1,Not Needed,2025-05-03
9452,3762,30,1,Damaged,2024-12-14
20718,8270,81,1,Damaged,2025-09-27
7297,2916,136,1,Wrong Size,2024-02-23
13439,5345,10,1,Damaged,2025-11-30
1287,521,171,1,Late Delivery,2024-11-30
18304,7304,122,1,Wrong Size,2024-05-14
27137,10834,53,1,Damaged,2024-05-12
8987,3575,143,1,Wrong Size,2024-08-06
11222,4456,21,1,Wrong Size,2024-10-31
7151,2855,37,1,Not Needed,2024-03-03
11935,4741,79,1,Late Delivery,2024-08-16
7013,2804,109,1,Not Needed,2025-05-03
14593,5822,92,1,Wrong Size,2025-08-05
10837,4304,56,1,Not Needed,2025-10-20
19494,7784,172,1,Not Needed,2025-07-25
24445,9784,128,1,Damaged,2025-04-18
21293,8505,38,1,Late Delivery,2025-01-07
28192,11260,6,1,Late Delivery,2024-07-02
15193,6053,138,1,Not Needed,2024-05-05
5785,2314,114,1,Damaged,2025-09-03
27011,10786,21,1,Wrong Size,2024-04-12
17990,7171,154,1,Not Needed,2025-10-08
13880,5523,57,1,Wrong Size,2025-09-29
8272,3302,49,1,Damaged,2025-02-08
21477,8581,1,1,Damaged,2024-02-16
14739,5877,85,1,Damaged,2025-11-23
19043,7598,35,1,Damaged,2024-02-23
1060,430,79,1,Damaged,2025-05-02
22508,9008,83,1,Not Needed,2025-01-28
5057,2029,25,1,Not Needed,2025-12-09
573,238,180,1,Not Needed,2025-11-26
4739,1899,134,1,Wrong Size,2024-11-25
4382,1760,104,1,Late Delivery,2024-11-29
27428,10944,98,1,Late Delivery,2025-05-22
14218,5665,57,1,Not Needed,2025-06-28
8502,3386,136,1,Damaged,2025-02-17
6396,2556,157,1,Not Needed,2025-10-24
6664,2665,3,1,Damaged,2025-03-29
11276,4477,155,1,Damaged,2025-08-01
20960,8368,104,1,Not Needed,2025-12-07
16953,6758,129,1,Not Needed,2025-04-15
18011,7178,115,1,Damaged,2024-04-24
16984,6771,22,1,Damaged,2025-02-15
1739,709,54,1,Damaged,2025-03-25
23641,9475,100,1,Not Needed,2025-09-15
19843,7916,62,1,Damaged,2024-08-05
8789,3497,177,1,Not Needed,2024-04-13
19614,7826,70,1,Damaged,2024-09-23
27044,10798,20,1,Damaged,2024-04-28
21657,8650,4,1,Damaged,2025-11-14
13433,5344,133,1,Wrong Size,2025-09-30
11327,4500,77,1,Damaged,2024-08-15
23118,9269,78,1,Damaged,2026-01-04
27879,11130,80,1,Late Delivery,2025-01-17
26059,10425,98,1,Wrong Size,2025-08-08
3079,1242,88,1,Damaged,2025-11-23
13530,5382,93,1,Not Needed,2024-09-17
24635,9857,156,1,Not Needed,2025-01-16
23259,9325,140,1,Wrong Size,2024-12-31
19730,7874,161,1,Not Needed,2024-05-18
10355,4121,145,1,Wrong Size,2025-05-07
16448,6558,7,1,Damaged,2025-04-30
13904,5531,123,1,Late Delivery,2024-10-17
29200,11648,113,1,Damaged,2025-08-25
18861,7526,108,1,Late Delivery,2024-06-16
9528,3793,149,1,Late Delivery,2024-04-29
5876,2352,99,1,Damaged,2026-01-15
15739,6273,60,1,Not Needed,2025-06-22
7437,2974,16,1,Late Delivery,2024-09-27
9075,3606,56,1,Wrong Size,2025-01-12
16805,6699,11,1,Not Needed,2025-06-06
3674,1478,21,1,Wrong Size,2025-01-26
21486,8584,169,1,Damaged,2024-11-14
528,220,71,1,Damaged,2024-10-15
7828,3128,30,1,Not Needed,2024-07-06
23778,9526,135,1,Damaged,2025-10-23
5258,2108,147,1,Not Needed,2025-05-10
9882,3933,169,1,Damaged,2025-02-16
16575,6606,32,1,Wrong Size,2024-12-19
7402,2958,4,1,Damaged,2025-12-31
15991,6376,93,1,Damaged,2025-05-15
4106,1653,27,1,Not Needed,2025-02-06
25793,10317,23,1,Wrong Size,2024-04-15
7823,3127,138,1,Not Needed,2024-08-20
9129,3628,78,1,Wrong Size,2025-05-15
27842,11117,128,1,Not Needed,2024-01-26
25198,10075,172,1,Not Needed,2024-03-14
1051,426,28,1,Damaged,2025-01-08
956,386,153,1,Not Needed,2024-05-18
16390,6534,141,1,Damaged,2025-11-30
23452,9398,29,1,Not Needed,2024-12-19
22382,8955,107,1,Damaged,2024-07-27
2374,953,129,1,Damaged,2025-11-24
9931,3951,160,1,Wrong Size,2024-05-14
4475,1795,78,1,Not Needed,2025-09-12
6783,2714,166,1,Late Delivery,2025-12-19
2939,1187,54,1,Damaged,2024-08-14
7590,3031,95,1,Not Needed,2025-06-07
7949,3180,33,1,Not Needed,2024-06-09
3018,1216,82,1,Wrong Size,2025-03-13
10485,4172,144,1,Wrong Size,2024-09-21
22759,9119,125,1,Damaged,2025-04-01
26268,10506,112,1,Not Needed,2025-11-09
456,191,77,1,Wrong Size,2025-05-17
10147,4033,113,1,Wrong Size,2025-05-18
17766,7085,10,1,Not Needed,2025-01-06
12600,5016,166,1,Not Needed,2024-08-05
11608,4615,171,1,Damaged,2024-09-30
3849,1546,125,1,Late Delivery,2024-03-15
10637,4227,78,1,Damaged,2024-02-10
26611,10636,50,1,Wrong Size,2025-05-05
20479,8176,53,1,Late Delivery,2025-06-09
11091,4403,133,1,Damaged,2025-02-26
23007,9220,166,1,Damaged,2024-12-27
11799,4688,1,1,Not Needed,2024-11-13
4029,1625,87,1,Not Needed,2025-10-15
18543,7397,89,1,Damaged,2024-07-29
14765,5888,93,1,Not Needed,2025-09-29
19395,7743,152,1,Wrong Size,2024-02-20
21051,8403,87,1,Damaged,2024-06-14
13623,5419,32,1,Damaged,2025-11-23
28014,11181,136,1,Not Needed,2025-12-03
702,287,89,1,Wrong Size,2024-01-26
9411,3742,39,1,Not Needed,2024-12-01
18390,7340,102,1,Not Needed,2025-01-15
5600,2241,39,1,Damaged,2025-09-13
14159,5637,41,1,Damaged,2025-01-09
18220,7269,64,1,Wrong Size,2025-10-31
23034,9232,61,1,Late Delivery,2024-08-21
9955,3960,155,1,Damaged,2024-08-30
27186,10853,128,1,Damaged,2025-12-31
13646,5432,106,1,Damaged,2024-03-05
16096,6416,158,1,Not Needed,2025-09-15
14710,5864,126,1,Not Needed,2024-03-27
28123,11231,114,1,Not Needed,2025-01-14
27091,10817,3,1,Damaged,2024-05-18
8658,3449,167,1,Late Delivery,2024-11-04
16943,6754,129,1,Wrong Size,2026-01-16
17297,6898,110,1,Wrong Size,2024-08-03
7698,3075,63,1,Not Needed,2026-01-04
3579,1440,38,1,Late Delivery,2024-11-28
26439,10568,159,1,Damaged,2024-09-22
11840,4706,177,1,Damaged,2025-03-11
20877,8338,31,1,Damaged,2024-12-19
22671,9080,176,1,Damaged,2025-04-17
26854,10727,159,1,Wrong Size,2024-03-22
7860,3144,149,1,Damaged,2025-02-14
9577,3813,153,1,Damaged,2024-08-08
12012,4777,176,1,Not Needed,2024-02-12
24861,9943,138,1,Late Delivery,2024-07-07
7620,3043,130,1,Damaged,2025-12-06
15938,6351,126,1,Wrong Size,2025-06-18
22280,8911,151,1,Damaged,2025-07-18
15725,6267,100,1,Damaged,2024-08-14
2693,1087,26,1,Damaged,2025-03-10
6677,2670,32,1,Damaged,2025-03-26
22051,8815,174,1,Not Needed,2024-12-09
8061,3218,95,1,Late Delivery,2024-12-10
17673,7046,38,1,Late Delivery,2024-07-15
9394,3735,20,1,Damaged,2025-12-22
7337,2931,118,1,Late Delivery,2025-01-06
9807,3903,6,1,Damaged,2025-04-20
26824,10715,15,1,Damaged,2025-11-02
11092,4404,155,1,Not Needed,2025-08-30
2540,1022,142,1,Not Needed,2025-10-29
12521,4984,98,1,Late Delivery,2025-05-24
15946,6357,91,1,Damaged,2024-07-25
19682,7856,154,1,Late Delivery,2025-06-12
13385,5327,54,1,Late Delivery,2026-01-15
8743,3479,93,1,Late Delivery,2024-05-11
14288,5693,61,1,Late Delivery,2024-09-04
25838,10333,95,1,Damaged,2025-06-01
11150,4428,115,1,Wrong Size,2024-12-26
20077,8019,179,1,Damaged,2025-02-10
4492,1801,42,1,Wrong Size,2025-12-05
3034,1222,49,1,Damaged,2025-02-03
21071,8413,148,1,Wrong Size,2025-07-23
20808,8310,64,1,Late Delivery,2025-08-11
6724,2691,129,1,Damaged,2025-04-09
23245,9321,143,1,Damaged,2024-04-18
7170,2863,162,1,Wrong Size,2024-04-13
8833,3513,6,1,Wrong Size,2024-08-03
27882,11131,97,1,Late Delivery,2025-08-09
13773,5481,80,1,Not Needed,2025-05-13
20858,8330,63,1,Not Needed,2025-12-06
9180,3649,86,1,Damaged,2024-08-20
17229,6870,91,1,Damaged,2024-09-07
19322,7713,19,1,Damaged,2025-05-18
21954,8771,107,1,Not Needed,2024-09-07
522,218,65,1,Damaged,2024-09-10
24637,9857,118,1,Not Needed,2025-03-15
15935,6351,54,1,Wrong Size,2024-04-24
9832,3913,51,1,Damaged,2024-09-16
1388,563,139,1,Damaged,2024-11-17
14151,5634,155,1,Damaged,2024-08-23
20700,8265,98,1,Not Needed,2025-06-28
19966,7972,172,1,Not Needed,2024-10-21
27158,10842,156,1,Damaged,2024-10-26
14339,5716,11,1,Damaged,2025-10-14
4160,1675,138,1,Damaged,2024-09-07
12088,4813,131,1,Late Delivery,2024-03-26
14755,5883,69,1,Late Delivery,2025-02-13
13912,5534,36,1,Damaged,2024-09-19
3912,1570,65,1,Not Needed,2025-08-09
16941,6754,119,1,Damaged,2024-02-20
14668,5848,151,1,Damaged,2025-08-01
12846,5117,145,1,Damaged,2024-10-16
27820,11107,118,1,Not Needed,2025-02-27
18016,7182,4,1,Damaged,2024-04-18
19054,7603,1,1,Late Delivery,2024-09-25
28534,11390,154,1,Late Delivery,2024-03-18
25698,10278,18,1,Late Delivery,2025-03-10
10293,4095,126,1,Late Delivery,2025-10-12
2381,955,103,1,Wrong Size,2025-05-15
3887,1560,164,1,Damaged,2025-09-30
10448,4157,53,1,Late Delivery,2024-11-11
4298,1730,157,1,Damaged,2025-08-29
5047,2024,11,1,Not Needed,2025-08-03
19424,7756,147,1,Damaged,2024-07-23
23928,9584,172,1,Not Needed,2025-05-18
24536,9819,69,1,Late Delivery,2024-03-19
11668,4638,166,1,Wrong Size,2025-01-17
6663,2665,172,1,Not Needed,2025-09-11
9365,3724,111,1,Wrong Size,2025-06-22
13779,5482,81,1,Not Needed,2024-02-12
24304,9731,21,1,Wrong Size,2024-08-06
28575,11403,168,1,Damaged,2024-10-31
2463,992,76,1,Wrong Size,2024-05-23
20237,8082,70,1,Damaged,2024-08-08
6986,2796,54,1,Not Needed,2025-01-30
27717,11063,119,1,Late Delivery,2024-11-20
7074,2829,147,1,Wrong Size,2025-03-01
29569,11799,126,1,Wrong Size,2026-01-11
20710,8268,64,1,Damaged,2025-10-19
4809,1925,55,1,Wrong Size,2025-10-01
19757,7884,63,1,Wrong Size,2025-02-26
18043,7194,75,1,Late Delivery,2024-06-06
28912,11539,58,1,Not Needed,2025-01-03
21837,8723,63,1,Not Needed,2025-08-18
23940,9588,7,1,Wrong Size,2025-02-07
310,130,47,1,Wrong Size,2025-05-07
1376,558,39,1,Damaged,2024-04-03
14853,5922,25,1,Damaged,2025-07-09
7672,3064,170,1,Not Needed,2025-11-25
22973,9203,137,1,Not Needed,2024-06-25
14598,5823,46,1,Damaged,2024-06-17
2882,1164,7,1,Not Needed,2025-04-23
12579,5007,6,1,Damaged,2025-10-13
21889,8747,54,1,Not Needed,2025-07-02
24844,9937,43,1,Wrong Size,2024-07-30
8553,3406,34,1,Damaged,2025-07-09
258,104,166,1,Late Delivery,2025-07-23
22811,9137,180,1,Not Needed,2024-05-09
17648,7035,72,1,Late Delivery,2024-04-02
25478,10183,108,1,Damaged,2025-08-24
26272,10507,35,1,Not Needed,2025-08-02
20293,8101,16,1,Not Needed,2024-06-24
20587,8218,100,1,Wrong Size,2025-10-12
5864,2346,45,1,Late Delivery,2024-01-16
6470,2586,36,1,Damaged,2024-03-17
20681,8259,115,1,Not Needed,2025-11-14
13350,5312,67,1,Not Needed,2025-10-20
11760,4673,138,1,Not Needed,2025-08-27
17216,6866,14,1,Wrong Size,2024-03-17
23501,9416,24,1,Not Needed,2026-01-22
5856,2343,29,1,Not Needed,2024-06-11
24514,9809,89,1,Wrong Size,2024-05-14
8151,3251,22,1,Damaged,2025-03-28
7138,2852,27,1,Damaged,2025-02-03
26379,10547,92,1,Damaged,2025-04-03
11431,4542,171,1,Damaged,2024-03-15
16038,6394,63,1,Not Needed,2025-11-03
6506,2599,46,1,Damaged,2025-11-18
16093,6416,167,1,Late Delivery,2025-06-10
29190,11645,9,1,Not Needed,2025-12-26
8730,3475,104,1,Damaged,2024-02-18
15111,6023,91,1,Damaged,2024-09-28
14698,5860,90,1,Not Needed,2025-09-22
19089,7620,76,1,Wrong Size,2024-12-28
25428,10163,59,1,Damaged,2024-05-03
13820,5497,105,1,Wrong Size,2024-03-02
13203,5257,62,1,Not Needed,2024-01-29
7808,3120,110,1,Wrong Size,2025-10-23
27359,10916,1,1,Not Needed,2025-10-07
23041,9234,158,1,Damaged,2025-08-08
23241,9320,4,1,Wrong Size,2024-08-26
7724,3086,56,1,Damaged,2025-08-04
6226,2493,94,1,Wrong Size,2025-06-25
15737,6272,21,1,Damaged,2025-02-11
538,223,128,1,Not Needed,2024-03-23
13214,5262,52,1,Damaged,2025-10-30
19602,7820,176,1,Late Delivery,2024-09-18
24504,9805,98,1,Damaged,2024-07-10
15457,6160,47,1,Not Needed,2025-07-03
16641,6633,104,1,Not Needed,2024-03-02
4532,1818,65,1,Not Needed,2024-10-31
7784,3110,5,1,Late Delivery,2025-03-31
8199,3271,18,1,Not Needed,2025-07-15
2981,1201,156,1,Damaged,2024-12-27
4100,1651,100,1,Damaged,2024-04-04
719,294,82,1,Wrong Size,2025-01-08
11120,4416,178,1,Wrong Size,2025-10-10
7228,2885,4,1,Not Needed,2025-01-30
5324,2138,42,1,Late Delivery,2025-11-21
22303,8919,134,1,Wrong Size,2024-11-30
27615,11025,158,1,Damaged,2025-07-02
1614,657,175,1,Wrong Size,2024-09-07
25495,10191,180,1,Not Needed,2025-07-01
10429,4148,7,1,Late Delivery,2024-12-01
1574,638,168,1,Wrong Size,2025-04-25
26206,10482,84,1,Late Delivery,2025-09-03
21523,8599,28,1,Not Needed,2025-01-03
19955,7967,81,1,Late Delivery,2024-10-25
14514,5792,62,1,Late Delivery,2026-01-05
18831,7514,11,1,Damaged,2025-10-15
9926,3949,177,1,Wrong Size,2024-02-14
23454,9400,133,1,Damaged,2024-11-14
5670,2266,68,1,Not Needed,2024-06-22
685,282,26,1,Damaged,2024-05-15
17366,6924,62,1,Damaged,2025-12-08
22367,8951,170,1,Damaged,2024-02-14
15560,6199,151,1,Late Delivery,2024-03-23
23764,9522,114,1,Wrong Size,2025-05-12
23137,9275,113,1,Damaged,2024-04-23
20352,8126,25,1,Wrong Size,2024-11-17
1031,416,152,1,Not Needed,2025-12-31
371,158,147,1,Wrong Size,2024-05-07
22552,9026,32,1,Wrong Size,2024-09-01
18138,7236,133,1,Damaged,2024-07-12
26753,10688,144,1,Wrong Size,2025-09-29
17528,6986,36,1,Damaged,2025-10-17
25891,10353,94,1,Damaged,2025-10-02
23456,9400,21,1,Wrong Size,2025-05-15
13165,5243,94,1,Damaged,2025-01-23
28688,11447,124,1,Not Needed,2025-06-05
12672,5043,120,1,Damaged,2025-08-11
10057,3999,152,1,Not Needed,2024-04-08
9873,3929,48,1,Not Needed,2024-07-12
15262,6081,93,1,Late Delivery,2025-03-26
24124,9661,95,1,Wrong Size,2025-10-12
28407,11339,142,1,Damaged,2025-01-04
27670,11045,66,1,Not Needed,2024-06-17
20401,8144,103,1,Late Delivery,2025-11-01
5991,2400,31,1,Damaged,2024-01-11
5354,2151,173,1,Wrong Size,2024-07-20
11810,4692,114,1,Damaged,2024-02-29
25365,10143,67,1,Damaged,2025-09-13
18357,7325,65,1,Not Needed,2025-03-18
9886,3934,165,1,Not Needed,2025-10-05
22355,8947,72,1,Not Needed,2025-09-27
1308,530,178,1,Late Delivery,2024-07-13
22214,8887,130,1,Damaged,2024-08-30
16598,6618,98,1,Not Needed,2024-03-29
20365,8131,2,1,Damaged,2025-02-26
12011,4777,19,1,Not Needed,2025-01-20
20717,8270,136,1,Not Needed,2024-01-29
24194,9688,85,1,Damaged,2024-02-12
10818,4296,112,1,Not Needed,2024-01-23
225,90,100,1,Damaged,2024-07-12
23358,9362,149,1,Late Delivery,2024-10-23
3450,1385,90,1,Not Needed,2024-01-25
1436,581,95,1,Wrong Size,2025-01-26
3525,1416,100,1,Not Needed,2024-05-04
9601,3824,2,1,Not Needed,2024-04-30
1356,550,53,1,Wrong Size,2025-02-24
3701,1489,72,1,Damaged,2025-03-19
22262,8905,38,1,Not Needed,2025-01-10
10055,3999,177,1,Late Delivery,2024-07-01
2314,933,48,1,Damaged,2025-11-27
21065,8409,11,1,Wrong Size,2025-08-05
11623,4620,77,1,Damaged,2025-10-13
22401,8964,18,1,Wrong Size,2024-05-15
5429,2181,142,1,Wrong Size,2024-07-22
27259,10880,25,1,Not Needed,2025-11-19
4371,1756,53,1,Wrong Size,2025-04-13
22526,9017,68,1,Wrong Size,2025-01-25
20247,8085,90,1,Wrong Size,2024-04-13
25623,10248,2,1,Late Delivery,2025-10-17
12430,4946,46,1,Not Needed,2025-06-06
12229,4866,142,1,Wrong Size,2025-01-15
1004,406,43,1,Late Delivery,2024-11-17
26318,10524,11,1,Late Delivery,2025-06-02
1596,651,77,1,Damaged,2024-07-22
20031,7999,177,1,Late Delivery,2025-07-05
5484,2201,47,1,Late Delivery,2025-09-14
24403,9770,29,1,Late Delivery,2024-02-19
4192,1689,68,1,Late Delivery,2024-09-22
27085,10815,98,1,Late Delivery,2025-05-09
7779,3109,17,1,Damaged,2025-08-03
26627,10641,138,1,Wrong Size,2024-03-11
5226,2095,84,1,Not Needed,2025-08-10
10011,3982,79,1,Damaged,2024-09-01
2458,990,2,1,Damaged,2024-07-01
3125,1261,130,1,Damaged,2025-08-27
8920,3552,169,1,Wrong Size,2025-06-15
3943,1584,7,1,Not Needed,2025-10-02
19928,7954,63,1,Late Delivery,2025-11-13
17454,6959,35,1,Damaged,2024-11-12
23326,9350,59,1,Damaged,2024-05-17
23524,9423,29,1,Wrong Size,2024-10-02
21706,8672,16,1,Damaged,2025-01-05
16056,6402,55,1,Damaged,2025-02-26
27468,10960,116,1,Damaged,2024-02-14
7058,2821,148,1,Wrong Size,2025-02-13
29721,11857,29,1,Damaged,2025-07-29
27649,11038,134,1,Damaged,2024-11-20
13219,5263,86,1,Not Needed,2024-06-13
22423,8971,12,1,Late Delivery,2024-09-26
10292,4094,104,1,Not Needed,2024-07-20
14737,5875,135,1,Damaged,2024-02-26
16537,6593,78,1,Wrong Size,2025-01-03
26670,10659,168,1,Not Needed,2025-11-15
7413,2962,11,1,Late Delivery,2024-10-05
21871,8737,115,1,Late Delivery,2025-08-01
549,228,122,1,Late Delivery,2025-07-12
17581,7008,31,1,Not Needed,2024-12-17
3739,1506,145,1,Damaged,2024-04-24
16024,6387,118,1,Damaged,2025-09-26
27618,11026,94,1,Wrong Size,2024-09-29
14074,5601,40,1,Not Needed,2024-03-06
27720,11065,136,1,Not Needed,2024-12-08
22898,9172,61,1,Damaged,2024-12-31
28720,11457,169,1,Not Needed,2025-06-15
1577,639,144,1,Not Needed,2025-12-01
27943,11152,23,1,Not Needed,2024-08-28
25374,10146,177,1,Damaged,2024-05-29
14016,5577,105,1,Not Needed,2024-05-24
7443,2975,158,1,Late Delivery,2024-02-25
24298,9728,23,1,Late Delivery,2025-12-13
15607,6220,4,1,Damaged,2025-08-11
14570,5813,20,1,Wrong Size,2024-07-18
21864,8733,141,1,Damaged,2026-01-23
25653,10260,138,1,Damaged,2024-08-26
16159,6441,117,1,Not Needed,2025-01-26
24226,9702,9,1,Not Needed,2024-12-17
18463,7366,56,1,Damaged,2025-05-24
16153,6439,96,1,Late Delivery,2024-12-30
16326,6508,142,1,Not Needed,2025-10-12
13485,5363,49,1,Wrong Size,2026-01-04
21112,8427,180,1,Damaged,2024-06-08
2734,1105,125,1,Damaged,2024-10-24
20533,8199,11,1,Damaged,2024-08-16
9589,3818,164,1,Not Needed,2025-09-05
966,390,152,1,Late Delivery,2025-08-09
4266,1717,149,1,Damaged,2024-03-30
8127,3243,117,1,Wrong Size,2024-08-20
3426,1379,158,1,Damaged,2024-08-14
8468,3376,180,1,Damaged,2025-02-19
28245,11278,17,1,Damaged,2025-04-09
25624,10248,137,1,Damaged,2026-01-13
20381,8137,129,1,Damaged,2025-01-27
4250,1710,153,1,Not Needed,2025-06-23
4730,1897,137,1,Damaged,2024-12-26
29452,11749,59,1,Not Needed,2024-05-16
21313,8517,45,1,Not Needed,2025-06-17
13369,5321,112,1,Damaged,2025-06-15
11494,4571,41,1,Late Delivery,2025-10-16
8045,3212,125,1,Wrong Size,2024-10-25
12125,4827,102,1,Wrong Size,2024-08-25
25636,10253,40,1,Damaged,2024-03-04
10743,4268,14,1,Damaged,2025-10-27
11001,4368,167,1,Not Needed,2024-06-07
245,99,9,1,Late Delivery,2024-05-26
18787,7496,121,1,Wrong Size,2024-06-29
2709,1094,88,1,Not Needed,2025-02-06
15819,6305,116,1,Not Needed,2025-03-31
1141,463,60,1,Damaged,2025-04-19
24275,9719,101,1,Damaged,2025-05-02
9562,3807,151,1,Not Needed,2025-01-19
14105,5615,95,1,Damaged,2024-11-07
25920,10364,125,1,Wrong Size,2024-05-17
4769,1911,67,1,Damaged,2024-01-24
22765,9121,145,1,Damaged,2025-07-31
23919,9580,127,1,Wrong Size,2024-05-04
24287,9724,136,1,Late Delivery,2025-12-30
24023,9621,133,1,Wrong Size,2025-04-12
21427,8561,149,1,Late Delivery,2025-04-12
18922,7552,140,1,Late Delivery,2025-05-28
1687,685,93,1,Damaged,2024-06-28
27838,11116,175,1,Wrong Size,2025-12-07
4444,1781,117,1,Wrong Size,2024-04-12
4751,1904,72,1,Damaged,2024-02-24
24357,9751,171,1,Damaged,2025-08-25
13406,5334,105,1,Wrong Size,2024-10-01
18032,7191,102,1,Not Needed,2024-01-16
28663,11434,39,1,Wrong Size,2025-05-02
21760,8692,107,1,Wrong Size,2025-11-29
9239,3672,103,1,Not Needed,2025-04-22
20079,8020,71,1,Not Needed,2024-03-05
12042,4793,103,1,Not Needed,2025-03-16
5833,2334,164,1,Damaged,2024-12-24
4737,1899,69,1,Damaged,2024-02-25
24289,9724,3,1,Not Needed,2025-04-14
2793,1127,155,1,Damaged,2025-10-18
23421,9384,87,1,Damaged,2025-05-07
214,86,174,1,Not Needed,2024-12-01
12970,5166,121,1,Late Delivery,2024-11-21
9952,3958,120,1,Damaged,2025-09-11
4114,1655,149,1,Damaged,2024-07-04
21902,8753,179,1,Wrong Size,2025-02-13
28766,11479,167,1,Late Delivery,2025-03-25
4015,1619,164,1,Late Delivery,2026-02-01
1450,586,19,1,Damaged,2025-03-07
9261,3681,72,1,Damaged,2024-11-03
4662,1870,77,1,Not Needed,2024-05-09
4803,1923,69,1,Wrong Size,2024-09-27
4759,1907,103,1,Damaged,2024-05-11
3215,1297,13,1,Wrong Size,2024-07-03
5381,2162,64,1,Damaged,2024-12-09
1591,647,112,1,Damaged,2024-07-24
20783,8298,139,1,Not Needed,2024-05-15
18654,7444,36,1,Damaged,2024-11-10
3119,1259,20,1,Damaged,2024-12-08
27982,11170,106,1,Wrong Size,2025-11-05
4299,1731,127,1,Not Needed,2024-07-01
22276,8910,52,1,Damaged,2024-02-07
26064,10428,2,1,Wrong Size,2024-07-10
9808,3903,61,1,Damaged,2024-04-15
1783,725,65,1,Wrong Size,2025-09-10
27487,10968,71,1,Late Delivery,2025-09-04
10123,4024,139,1,Not Needed,2024-06-15
14719,5867,154,1,Not Needed,2024-07-06
17365,6924,91,1,Late Delivery,2024-10-29
17905,7140,28,1,Wrong Size,2024-02-09
26742,10683,153,1,Wrong Size,2024-11-03
8309,3316,168,1,Damaged,2025-09-30
21259,8491,96,1,Wrong Size,2024-12-02
25026,10010,114,1,Damaged,2025-05-17
23716,9504,115,1,Wrong Size,2024-08-16
26203,10481,53,1,Damaged,2024-11-12
