payment_id,order_id,payment_ts,payment_method,payment_status,payment_amount
PAY0002031,ORD0002031,2026-03-14 03:36:00,wallet,completed,822.14
PAY0002032,ORD0002032,2026-01-30 06:07:00,wallet,completed,1278.8
PAY0002033,ORD0002033,2026-02-15 00:06:00,card,completed,1478.0
PAY0002034,ORD0002034,2026-03-25 07:48:00,bank_transfer,completed,3546.32
PAY0002035,ORD0002035,2026-04-17 13:36:00,wallet,completed,1991.38
PAY0002036,ORD0002036,2026-03-05 19:31:00,gift_card,completed,146.34
PAY0002037,ORD0002037,2026-04-08 22:05:00,wallet,failed,1322.59
PAY0002038,ORD0002038,2026-04-16 22:06:00,gift_card,completed,1133.12
PAY0002039,ORD0002039,2026-04-09 00:28:00,card,completed,1186.79
PAY0002040,ORD0002040,2026-02-26 11:15:00,gift_card,completed,2961.21
PAY0002041,ORD0002041,2026-02-03 04:03:00,wallet,completed,2016.68
PAY0002042,ORD0002042,2026-03-06 16:39:00,wallet,completed,1826.21
PAY0002043,ORD0002043,2026-02-15 04:57:00,gift_card,refunded,809.42
PAY0002044,ORD0002044,2026-02-14 06:39:00,bank_transfer,completed,1445.9
PAY0002045,ORD0002045,2026-03-22 05:48:00,card,completed,2162.68
PAY0002046,ORD0002046,2026-02-04 04:49:00,card,completed,919.89
PAY0002047,ORD0002047,2026-03-11 10:56:00,wallet,completed,373.95
PAY0002048,ORD0002048,2026-02-16 13:02:00,card,completed,1210.62
PAY0002049,ORD0002049,2026-03-19 07:54:00,bank_transfer,refunded,368.5
PAY0002050,ORD0002050,2026-04-05 21:19:00,gift_card,completed,1238.55
PAY0002051,ORD0002051,2026-03-09 19:49:00,wallet,completed,2255.89
PAY0002052,ORD0002052,2026-03-31 03:35:00,bank_transfer,completed,1296.39
PAY0002053,ORD0002053,2026-03-31 13:42:00,gift_card,completed,942.36
PAY0002054,ORD0002054,2026-03-23 07:30:00,gift_card,failed,1824.06
PAY0002055,ORD0002055,2026-03-30 11:26:00,card,refunded,1066.41
PAY0002056,ORD0002056,2026-03-23 21:06:00,bank_transfer,completed,928.3
PAY0002057,ORD0002057,2026-03-26 11:49:00,card,completed,578.26
PAY0002058,ORD0002058,2026-02-16 16:31:00,gift_card,completed,801.48
PAY0002059,ORD0002059,2026-02-27 08:14:00,wallet,completed,625.36
PAY0002060,ORD0002060,2026-04-19 04:44:00,gift_card,completed,1427.07
PAY0002061,ORD0002061,2026-03-21 05:56:00,bank_transfer,completed,800.0
PAY0002062,ORD0002062,2026-02-16 17:19:00,gift_card,completed,550.4
PAY0002063,ORD0002063,2026-03-13 09:59:00,bank_transfer,completed,1439.9
PAY0002064,ORD0002064,2026-02-08 12:24:00,card,completed,1968.98
PAY0002065,ORD0002065,2026-03-02 17:23:00,gift_card,completed,1683.43
PAY0002066,ORD0002066,2026-01-30 01:38:00,bank_transfer,completed,895.86
PAY0002067,ORD0002067,2026-01-29 12:33:00,bank_transfer,completed,546.5
PAY0002068,ORD0002068,2026-03-20 20:45:00,gift_card,refunded,610.83
PAY0002069,ORD0002069,2026-02-12 23:39:00,wallet,completed,3036.82
PAY0002070,ORD0002070,2026-02-04 08:28:00,card,completed,605.02
PAY0002071,ORD0002071,2026-04-01 06:49:00,gift_card,completed,1436.78
PAY0002072,ORD0002072,2026-03-06 16:51:00,card,completed,3066.33
PAY0002073,ORD0002073,2026-02-23 04:42:00,bank_transfer,completed,1726.34
PAY0002074,ORD0002074,2026-03-14 12:04:00,wallet,completed,627.04
PAY0002075,ORD0002075,2026-04-11 17:42:00,wallet,completed,1119.96
PAY0002076,ORD0002076,2026-02-19 00:24:00,gift_card,completed,2087.92
PAY0002077,ORD0002077,2026-03-05 21:32:00,bank_transfer,completed,417.27
PAY0002078,ORD0002078,2026-02-28 17:36:00,wallet,completed,846.07
PAY0002079,ORD0002079,2026-03-23 17:57:00,gift_card,completed,2159.78
PAY0002080,ORD0002080,2026-03-07 03:34:00,bank_transfer,completed,2590.2
PAY0002081,ORD0002081,2026-02-23 01:07:00,wallet,completed,417.62
PAY0002082,ORD0002082,2026-03-17 18:22:00,wallet,completed,2113.51
PAY0002083,ORD0002083,2026-02-19 09:17:00,gift_card,completed,177.22
PAY0002084,ORD0002084,2026-04-22 12:27:00,gift_card,completed,129.01
PAY0002085,ORD0002085,2026-02-27 13:28:00,card,completed,993.38
PAY0002086,ORD0002086,2026-03-15 05:10:00,gift_card,completed,2413.13
PAY0002087,ORD0002087,2026-02-05 06:06:00,wallet,completed,229.02
PAY0002088,ORD0002088,2026-02-11 23:06:00,wallet,completed,3052.64
PAY0002089,ORD0002089,2026-03-01 23:05:00,card,completed,2153.0
PAY0002090,ORD0002090,2026-01-25 22:31:00,bank_transfer,completed,247.77
PAY0002091,ORD0002091,2026-04-19 08:18:00,card,completed,1137.06
PAY0002092,ORD0002092,2026-03-31 03:51:00,card,completed,1560.06
PAY0002093,ORD0002093,2026-04-21 00:04:00,wallet,refunded,1954.46
PAY0002094,ORD0002094,2026-02-28 20:18:00,bank_transfer,completed,815.81
PAY0002095,ORD0002095,2026-03-12 11:25:00,card,completed,707.09
PAY0002096,ORD0002096,2026-04-13 16:41:00,gift_card,completed,2523.66
PAY0002097,ORD0002097,2026-03-02 00:09:00,wallet,completed,1697.67
PAY0002098,ORD0002098,2026-02-25 19:50:00,bank_transfer,completed,1916.59
PAY0002099,ORD0002099,2026-03-23 12:44:00,gift_card,completed,956.7
PAY0002100,ORD0002100,2026-03-03 06:46:00,bank_transfer,completed,993.84
PAY0002101,ORD0002101,2026-02-27 21:25:00,card,completed,105.21
PAY0002102,ORD0002102,2026-03-27 19:33:00,gift_card,completed,1543.36
PAY0002103,ORD0002103,2026-02-04 06:22:00,wallet,completed,1381.82
PAY0002104,ORD0002104,2026-02-08 07:18:00,bank_transfer,completed,1187.2
PAY0002105,ORD0002105,2026-04-20 00:48:00,card,completed,1525.64
PAY0002106,ORD0002106,2026-04-17 05:11:00,gift_card,completed,751.76
PAY0002107,ORD0002107,2026-03-19 04:35:00,bank_transfer,completed,1194.51
PAY0002108,ORD0002108,2026-03-07 22:07:00,gift_card,completed,723.74
PAY0002109,ORD0002109,2026-03-07 00:32:00,gift_card,completed,1611.67
PAY0002110,ORD0002110,2026-04-14 12:44:00,bank_transfer,completed,96.01
PAY0002111,ORD0002111,2026-03-13 08:48:00,card,completed,1440.59
PAY0002112,ORD0002112,2026-03-31 23:33:00,bank_transfer,completed,1192.07
PAY0002113,ORD0002113,2026-04-04 23:40:00,bank_transfer,completed,2798.4
PAY0002114,ORD0002114,2026-02-19 05:52:00,wallet,completed,1914.95
PAY0002115,ORD0002115,2026-04-11 13:25:00,card,completed,4859.51
PAY0002116,ORD0002116,2026-04-20 00:57:00,card,completed,411.02
PAY0002117,ORD0002117,2026-03-28 10:37:00,bank_transfer,completed,1089.81
PAY0002118,ORD0002118,2026-03-03 11:54:00,gift_card,completed,143.35
PAY0002119,ORD0002119,2026-02-25 10:05:00,card,completed,1501.46
PAY0002120,ORD0002120,2026-03-17 22:19:00,bank_transfer,completed,552.03
PAY0002121,ORD0002121,2026-03-13 20:53:00,card,completed,1647.19
PAY0002122,ORD0002122,2026-03-14 10:10:00,card,refunded,1832.38
PAY0002123,ORD0002123,2026-03-28 05:56:00,card,completed,1233.71
PAY0002124,ORD0002124,2026-04-17 14:20:00,wallet,completed,281.41
PAY0002125,ORD0002125,2026-02-19 17:03:00,gift_card,completed,1006.62
PAY0002126,ORD0002126,2026-03-23 15:47:00,wallet,completed,694.2
PAY0002127,ORD0002127,2026-02-04 16:44:00,wallet,completed,2223.79
PAY0002128,ORD0002128,2026-03-27 07:59:00,gift_card,completed,169.64
PAY0002129,ORD0002129,2026-04-11 00:27:00,bank_transfer,completed,1723.39
PAY0002130,ORD0002130,2026-03-04 06:40:00,wallet,completed,260.14
PAY0002131,ORD0002131,2026-03-10 06:51:00,gift_card,completed,464.37
PAY0002132,ORD0002132,2026-03-27 19:53:00,gift_card,completed,2038.32
PAY0002133,ORD0002133,2026-02-26 00:23:00,bank_transfer,completed,2554.53
PAY0002134,ORD0002134,2026-04-03 17:24:00,gift_card,completed,348.42
PAY0002135,ORD0002135,2026-02-02 20:06:00,wallet,completed,1228.07
PAY0002136,ORD0002136,2026-03-29 21:46:00,bank_transfer,completed,2051.91
PAY0002137,ORD0002137,2026-03-22 23:33:00,gift_card,completed,4231.37
PAY0002138,ORD0002138,2026-03-22 03:05:00,wallet,completed,584.49
PAY0002139,ORD0002139,2026-04-13 19:12:00,gift_card,completed,1312.01
PAY0002140,ORD0002140,2026-03-10 05:21:00,gift_card,failed,1485.16
PAY0002141,ORD0002141,2026-01-31 11:47:00,card,completed,2015.37
PAY0002142,ORD0002142,2026-04-17 20:28:00,bank_transfer,completed,1206.72
PAY0002143,ORD0002143,2026-03-10 03:16:00,card,completed,379.47
PAY0002144,ORD0002144,2026-01-29 04:56:00,gift_card,completed,567.84
PAY0002145,ORD0002145,2026-03-16 18:39:00,card,completed,880.58
PAY0002146,ORD0002146,2026-01-30 08:50:00,bank_transfer,completed,891.74
PAY0002147,ORD0002147,2026-04-05 17:09:00,gift_card,completed,2137.34
PAY0002148,ORD0002148,2026-02-18 19:30:00,gift_card,completed,1112.62
PAY0002149,ORD0002149,2026-02-27 02:52:00,wallet,completed,649.98
PAY0002150,ORD0002150,2026-03-01 13:17:00,bank_transfer,completed,1799.3
PAY0002151,ORD0002151,2026-02-02 05:43:00,gift_card,completed,1194.17
PAY0002152,ORD0002152,2026-02-22 22:15:00,card,completed,1633.91
PAY0002153,ORD0002153,2026-02-08 12:36:00,gift_card,completed,1251.31
PAY0002154,ORD0002154,2026-03-13 01:10:00,wallet,completed,745.29
PAY0002155,ORD0002155,2026-02-11 14:40:00,wallet,completed,1058.63
PAY0002156,ORD0002156,2026-02-13 09:07:00,bank_transfer,completed,569.0
PAY0002157,ORD0002157,2026-04-20 18:16:00,bank_transfer,completed,1983.51
PAY0002158,ORD0002158,2026-03-18 03:14:00,bank_transfer,completed,336.72
PAY0002159,ORD0002159,2026-02-06 20:19:00,bank_transfer,failed,1493.72
PAY0002160,ORD0002160,2026-02-12 16:18:00,bank_transfer,completed,1178.41
PAY0002161,ORD0002161,2026-04-15 00:13:00,card,refunded,978.51
PAY0002162,ORD0002162,2026-04-22 01:36:00,card,completed,873.91
PAY0002163,ORD0002163,2026-03-26 07:02:00,wallet,completed,1200.0
PAY0002164,ORD0002164,2026-01-26 17:19:00,gift_card,completed,2013.25
PAY0002165,ORD0002165,2026-04-17 23:57:00,gift_card,completed,940.92
PAY0002166,ORD0002166,2026-02-09 19:28:00,gift_card,completed,287.14
PAY0002167,ORD0002167,2026-03-10 01:02:00,bank_transfer,failed,87.93
PAY0002168,ORD0002168,2026-03-14 22:50:00,bank_transfer,completed,1358.04
PAY0002169,ORD0002169,2026-04-11 21:12:00,bank_transfer,completed,957.69
PAY0002170,ORD0002170,2026-04-12 02:41:00,card,completed,777.93
PAY0002171,ORD0002171,2026-04-15 05:38:00,bank_transfer,completed,1302.77
PAY0002172,ORD0002172,2026-04-22 10:49:00,bank_transfer,refunded,1343.09
PAY0002173,ORD0002173,2026-03-07 13:07:00,wallet,failed,1410.38
PAY0002174,ORD0002174,2026-04-07 07:55:00,gift_card,completed,434.73
PAY0002175,ORD0002175,2026-04-20 14:25:00,bank_transfer,completed,1474.7
PAY0002176,ORD0002176,2026-04-12 13:14:00,gift_card,completed,1908.7
PAY0002177,ORD0002177,2026-04-05 17:50:00,card,completed,1519.35
PAY0002178,ORD0002178,2026-03-29 17:30:00,bank_transfer,completed,598.34
PAY0002179,ORD0002179,2026-02-25 05:11:00,bank_transfer,completed,200.56
PAY0002180,ORD0002180,2026-02-14 08:10:00,wallet,completed,1327.32
PAY0002181,ORD0002181,2026-03-15 07:52:00,card,completed,68.78
PAY0002182,ORD0002182,2026-03-07 18:30:00,wallet,completed,1116.84
PAY0002183,ORD0002183,2026-01-31 13:57:00,bank_transfer,completed,2830.86
PAY0002184,ORD0002184,2026-03-10 03:10:00,wallet,completed,1461.69
PAY0002185,ORD0002185,2026-03-15 08:47:00,gift_card,completed,230.52
PAY0002186,ORD0002186,2026-02-26 11:32:00,bank_transfer,completed,1673.19
PAY0002187,ORD0002187,2026-02-08 18:37:00,bank_transfer,completed,967.7
PAY0002188,ORD0002188,2026-03-26 16:29:00,bank_transfer,failed,759.72
PAY0002189,ORD0002189,2026-02-28 03:16:00,card,completed,3073.62
PAY0002190,ORD0002190,2026-02-06 11:54:00,wallet,completed,1191.3
PAY0002191,ORD0002191,2026-02-12 17:10:00,wallet,completed,540.58
PAY0002192,ORD0002192,2026-03-19 06:57:00,card,completed,1781.83
PAY0002193,ORD0002193,2026-04-18 12:46:00,gift_card,refunded,1996.1
PAY0002194,ORD0002194,2026-02-22 04:52:00,wallet,completed,195.54
PAY0002195,ORD0002195,2026-04-11 01:20:00,bank_transfer,completed,578.26
PAY0002196,ORD0002196,2026-02-10 07:58:00,gift_card,completed,438.79
PAY0002197,ORD0002197,2026-01-24 06:59:00,gift_card,completed,1865.48
PAY0002198,ORD0002198,2026-04-02 19:52:00,card,completed,1476.43
PAY0002199,ORD0002199,2026-01-24 20:24:00,card,completed,1033.79
PAY0002200,ORD0002200,2026-04-20 09:47:00,bank_transfer,refunded,1497.93
PAY0002201,ORD0002201,2026-04-12 22:57:00,card,completed,815.82
PAY0002202,ORD0002202,2026-03-10 02:24:00,gift_card,failed,136.16
PAY0002203,ORD0002203,2026-02-21 04:15:00,bank_transfer,completed,827.22
PAY0002204,ORD0002204,2026-03-03 15:31:00,gift_card,completed,1210.18
PAY0002205,ORD0002205,2026-01-24 15:15:00,gift_card,completed,2867.38
PAY0002206,ORD0002206,2026-03-27 11:22:00,gift_card,completed,104.48
PAY0002207,ORD0002207,2026-02-24 05:15:00,gift_card,completed,1343.27
PAY0002208,ORD0002208,2026-04-12 12:37:00,wallet,completed,755.06
PAY0002209,ORD0002209,2026-03-29 13:47:00,wallet,completed,279.38
PAY0002210,ORD0002210,2026-02-10 16:50:00,wallet,completed,2167.84
PAY0002211,ORD0002211,2026-04-19 06:06:00,gift_card,completed,1801.48
PAY0002212,ORD0002212,2026-03-12 10:03:00,gift_card,refunded,1203.54
PAY0002213,ORD0002213,2026-02-10 12:26:00,card,completed,1138.6
PAY0002214,ORD0002214,2026-02-12 08:40:00,wallet,completed,1036.07
PAY0002215,ORD0002215,2026-03-02 18:32:00,card,completed,814.91
PAY0002216,ORD0002216,2026-03-26 11:04:00,wallet,completed,1797.22
PAY0002217,ORD0002217,2026-02-15 18:26:00,gift_card,completed,1724.61
PAY0002218,ORD0002218,2026-03-31 02:01:00,card,completed,459.99
PAY0002219,ORD0002219,2026-03-17 08:03:00,bank_transfer,completed,455.9
PAY0002220,ORD0002220,2026-03-10 11:29:00,wallet,completed,1238.6
PAY0002221,ORD0002221,2026-02-18 12:56:00,card,completed,452.68
PAY0002222,ORD0002222,2026-04-14 09:07:00,wallet,completed,211.08
PAY0002223,ORD0002223,2026-02-09 18:02:00,wallet,completed,1358.01
PAY0002224,ORD0002224,2026-01-25 08:30:00,wallet,completed,1883.94
PAY0002225,ORD0002225,2026-03-25 17:07:00,bank_transfer,completed,827.42
PAY0002226,ORD0002226,2026-02-09 21:43:00,bank_transfer,completed,1952.43
PAY0002227,ORD0002227,2026-04-12 15:57:00,gift_card,completed,2748.69
PAY0002228,ORD0002228,2026-03-19 17:12:00,card,completed,23.07
PAY0002229,ORD0002229,2026-03-08 11:42:00,bank_transfer,completed,1958.38
PAY0002230,ORD0002230,2026-01-27 11:53:00,card,completed,1623.75
PAY0002231,ORD0002231,2026-02-03 05:02:00,wallet,refunded,2112.09
PAY0002232,ORD0002232,2026-03-09 21:19:00,gift_card,completed,1568.76
PAY0002233,ORD0002233,2026-04-01 02:18:00,wallet,completed,872.49
PAY0002234,ORD0002234,2026-04-23 14:40:00,bank_transfer,completed,1817.7
PAY0002235,ORD0002235,2026-02-18 15:43:00,gift_card,completed,587.33
PAY0002236,ORD0002236,2026-03-03 03:22:00,wallet,completed,831.17
PAY0002237,ORD0002237,2026-04-07 11:09:00,wallet,completed,2517.98
PAY0002238,ORD0002238,2026-04-02 16:33:00,card,completed,316.15
PAY0002239,ORD0002239,2026-01-27 21:03:00,card,completed,862.86
PAY0002240,ORD0002240,2026-03-13 21:18:00,bank_transfer,completed,1363.28
PAY0002241,ORD0002241,2026-03-02 12:19:00,wallet,completed,2127.69
PAY0002242,ORD0002242,2026-02-02 01:26:00,wallet,completed,1325.8
PAY0002243,ORD0002243,2026-04-21 04:31:00,gift_card,completed,1732.61
PAY0002244,ORD0002244,2026-04-04 13:11:00,bank_transfer,completed,1762.61
PAY0002245,ORD0002245,2026-01-27 12:51:00,card,completed,928.64
PAY0002246,ORD0002246,2026-02-05 13:18:00,gift_card,completed,1116.45
PAY0002247,ORD0002247,2026-02-28 14:47:00,wallet,refunded,47.22
PAY0002248,ORD0002248,2026-01-31 18:10:00,gift_card,completed,1140.6
PAY0002249,ORD0002249,2026-04-06 05:32:00,gift_card,completed,722.38
PAY0002250,ORD0002250,2026-03-22 22:18:00,card,completed,958.08
PAY0002251,ORD0002251,2026-02-10 05:04:00,wallet,completed,2066.74
PAY0002252,ORD0002252,2026-04-07 20:35:00,bank_transfer,completed,798.88
PAY0002253,ORD0002253,2026-02-04 10:11:00,bank_transfer,completed,1249.25
PAY0002254,ORD0002254,2026-04-20 20:37:00,wallet,completed,2562.86
PAY0002255,ORD0002255,2026-04-07 12:05:00,card,refunded,348.44
PAY0002256,ORD0002256,2026-01-29 23:04:00,card,completed,181.8
PAY0002257,ORD0002257,2026-03-04 06:01:00,card,completed,303.49
PAY0002258,ORD0002258,2026-02-25 08:44:00,card,completed,2545.65
PAY0002259,ORD0002259,2026-03-03 09:22:00,wallet,completed,148.47
PAY0002260,ORD0002260,2026-02-09 07:43:00,card,completed,2107.04
PAY0002261,ORD0002261,2026-04-08 02:55:00,wallet,completed,610.12
PAY0002262,ORD0002262,2026-04-18 18:36:00,wallet,completed,661.16
PAY0002263,ORD0002263,2026-02-07 09:52:00,bank_transfer,completed,1784.75
PAY0002264,ORD0002264,2026-03-20 18:10:00,gift_card,completed,1638.82
PAY0002265,ORD0002265,2026-03-01 03:22:00,wallet,completed,1159.17
PAY0002266,ORD0002266,2026-04-09 08:25:00,card,completed,978.97
PAY0002267,ORD0002267,2026-03-25 04:45:00,wallet,completed,254.7
PAY0002268,ORD0002268,2026-03-15 23:48:00,card,completed,2792.43
PAY0002269,ORD0002269,2026-04-11 15:32:00,bank_transfer,failed,1540.36
PAY0002270,ORD0002270,2026-04-20 04:44:00,gift_card,completed,67.54
PAY0002271,ORD0002271,2026-04-14 11:09:00,wallet,completed,1305.29
PAY0002272,ORD0002272,2026-04-17 19:06:00,card,completed,893.29
PAY0002273,ORD0002273,2026-02-16 06:21:00,wallet,completed,49.49
PAY0002274,ORD0002274,2026-04-15 18:33:00,card,completed,1641.57
PAY0002275,ORD0002275,2026-01-27 14:56:00,gift_card,completed,386.16
PAY0002276,ORD0002276,2026-01-30 14:46:00,gift_card,completed,1293.56
PAY0002277,ORD0002277,2026-04-22 18:27:00,card,completed,981.3
PAY0002278,ORD0002278,2026-03-03 02:17:00,card,completed,1188.16
PAY0002279,ORD0002279,2026-04-16 17:29:00,card,completed,1181.74
PAY0002280,ORD0002280,2026-04-19 16:56:00,gift_card,completed,610.62
PAY0002281,ORD0002281,2026-03-12 12:01:00,card,completed,2934.1
PAY0002282,ORD0002282,2026-03-20 19:05:00,wallet,completed,261.44
PAY0002283,ORD0002283,2026-04-22 07:58:00,wallet,completed,1245.36
PAY0002284,ORD0002284,2026-03-28 20:03:00,card,completed,1590.28
PAY0002285,ORD0002285,2026-02-09 12:28:00,card,completed,801.15
PAY0002286,ORD0002286,2026-04-02 12:29:00,wallet,completed,2662.71
PAY0002287,ORD0002287,2026-03-10 05:43:00,bank_transfer,completed,872.5
PAY0002288,ORD0002288,2026-04-11 19:17:00,wallet,completed,1509.09
PAY0002289,ORD0002289,2026-03-21 05:52:00,card,completed,673.98
PAY0002290,ORD0002290,2026-02-14 13:58:00,card,completed,1297.02
PAY0002291,ORD0002291,2026-03-26 17:47:00,wallet,completed,350.68
PAY0002292,ORD0002292,2026-02-17 01:47:00,wallet,completed,1106.65
PAY0002293,ORD0002293,2026-02-07 03:31:00,bank_transfer,completed,1636.91
PAY0002294,ORD0002294,2026-01-24 07:56:00,gift_card,completed,444.15
PAY0002295,ORD0002295,2026-04-10 07:45:00,bank_transfer,completed,121.1
PAY0002296,ORD0002296,2026-03-01 16:15:00,wallet,completed,428.08
PAY0002297,ORD0002297,2026-04-21 10:57:00,card,completed,867.87
PAY0002298,ORD0002298,2026-03-17 20:11:00,gift_card,completed,368.13
PAY0002299,ORD0002299,2026-02-05 13:59:00,gift_card,completed,2594.11
PAY0002300,ORD0002300,2026-04-10 20:42:00,card,completed,2826.25
PAY0002301,ORD0002301,2026-01-24 05:32:00,card,completed,1128.08
PAY0002302,ORD0002302,2026-02-12 05:53:00,gift_card,completed,274.98
PAY0002303,ORD0002303,2026-02-11 17:31:00,gift_card,completed,1426.59
PAY0002304,ORD0002304,2026-03-01 13:09:00,card,completed,1013.3
PAY0002305,ORD0002305,2026-02-09 16:32:00,bank_transfer,completed,1462.44
PAY0002306,ORD0002306,2026-02-14 11:42:00,card,completed,842.61
PAY0002307,ORD0002307,2026-03-31 10:55:00,gift_card,refunded,1279.96
PAY0002308,ORD0002308,2026-03-09 01:16:00,bank_transfer,completed,428.5
PAY0002309,ORD0002309,2026-03-03 17:43:00,wallet,completed,1550.11
PAY0002310,ORD0002310,2026-03-02 20:33:00,card,completed,1788.63
PAY0002311,ORD0002311,2026-03-22 10:18:00,bank_transfer,completed,2351.46
PAY0002312,ORD0002312,2026-03-22 09:59:00,bank_transfer,completed,1206.42
PAY0002313,ORD0002313,2026-02-02 21:22:00,bank_transfer,completed,1459.28
PAY0002314,ORD0002314,2026-03-02 06:09:00,gift_card,completed,2257.71
PAY0002315,ORD0002315,2026-02-27 03:46:00,bank_transfer,completed,440.41
PAY0002316,ORD0002316,2026-03-10 13:04:00,gift_card,completed,1473.96
PAY0002317,ORD0002317,2026-04-23 07:36:00,card,completed,873.99
PAY0002318,ORD0002318,2026-04-02 16:18:00,card,completed,1529.49
PAY0002319,ORD0002319,2026-04-10 01:46:00,gift_card,completed,1406.52
PAY0002320,ORD0002320,2026-04-11 12:17:00,gift_card,completed,1387.71
PAY0002321,ORD0002321,2026-03-21 13:23:00,bank_transfer,completed,1688.86
PAY0002322,ORD0002322,2026-02-23 09:30:00,wallet,completed,745.8
PAY0002323,ORD0002323,2026-02-08 14:30:00,card,completed,749.34
PAY0002324,ORD0002324,2026-04-17 18:20:00,bank_transfer,completed,357.57
PAY0002325,ORD0002325,2026-02-22 05:37:00,wallet,failed,1340.14
PAY0002326,ORD0002326,2026-03-18 16:56:00,card,completed,281.38
PAY0002327,ORD0002327,2026-03-29 21:09:00,card,completed,1097.08
PAY0002328,ORD0002328,2026-04-21 08:12:00,gift_card,completed,594.57
PAY0002329,ORD0002329,2026-03-12 01:07:00,gift_card,completed,567.91
PAY0002330,ORD0002330,2026-01-30 02:04:00,card,completed,1060.62
PAY0002331,ORD0002331,2026-02-27 10:41:00,wallet,completed,226.66
PAY0002332,ORD0002332,2026-02-21 21:41:00,bank_transfer,completed,739.14
PAY0002333,ORD0002333,2026-03-17 01:24:00,gift_card,completed,1215.19
PAY0002334,ORD0002334,2026-03-01 06:24:00,card,completed,1636.75
PAY0002335,ORD0002335,2026-03-21 11:41:00,bank_transfer,completed,754.4
PAY0002336,ORD0002336,2026-04-16 08:18:00,gift_card,failed,900.56
PAY0002337,ORD0002337,2026-03-15 00:58:00,gift_card,completed,2841.18
PAY0002338,ORD0002338,2026-04-03 10:07:00,card,completed,1683.92
PAY0002339,ORD0002339,2026-04-11 02:58:00,gift_card,completed,2042.45
PAY0002340,ORD0002340,2026-03-07 18:22:00,wallet,refunded,452.78
PAY0002341,ORD0002341,2026-01-27 03:13:00,bank_transfer,completed,2578.81
PAY0002342,ORD0002342,2026-03-19 03:56:00,wallet,completed,1841.64
PAY0002343,ORD0002343,2026-02-01 15:10:00,card,completed,1022.17
PAY0002344,ORD0002344,2026-02-22 18:46:00,gift_card,completed,2213.1
PAY0002345,ORD0002345,2026-04-07 22:22:00,gift_card,completed,770.67
PAY0002346,ORD0002346,2026-04-06 20:42:00,bank_transfer,completed,2025.32
PAY0002347,ORD0002347,2026-04-03 02:23:00,gift_card,completed,249.92
PAY0002348,ORD0002348,2026-03-25 20:13:00,card,completed,1045.48
PAY0002349,ORD0002349,2026-02-07 22:38:00,gift_card,completed,371.34
PAY0002350,ORD0002350,2026-03-06 14:38:00,bank_transfer,completed,458.94
PAY0002351,ORD0002351,2026-03-15 03:41:00,wallet,completed,1676.47
PAY0002352,ORD0002352,2026-03-27 09:17:00,bank_transfer,completed,697.44
PAY0002353,ORD0002353,2026-02-09 19:38:00,gift_card,completed,746.55
PAY0002354,ORD0002354,2026-03-30 22:11:00,wallet,completed,2362.56
PAY0002355,ORD0002355,2026-03-20 22:33:00,gift_card,completed,1880.43
PAY0002356,ORD0002356,2026-02-14 19:07:00,card,refunded,391.72
PAY0002357,ORD0002357,2026-03-08 00:34:00,bank_transfer,completed,347.16
PAY0002358,ORD0002358,2026-01-29 04:16:00,gift_card,completed,1294.06
PAY0002359,ORD0002359,2026-02-07 03:40:00,wallet,completed,1109.7
PAY0002360,ORD0002360,2026-02-26 15:51:00,bank_transfer,completed,508.56
PAY0002361,ORD0002361,2026-04-10 15:07:00,card,completed,918.2
PAY0002362,ORD0002362,2026-03-30 04:36:00,card,completed,1391.87
PAY0002363,ORD0002363,2026-02-28 14:46:00,bank_transfer,completed,162.46
PAY0002364,ORD0002364,2026-03-28 17:55:00,gift_card,refunded,1643.71
PAY0002365,ORD0002365,2026-03-28 16:27:00,gift_card,completed,3416.94
PAY0002366,ORD0002366,2026-02-19 19:48:00,card,completed,809.01
PAY0002367,ORD0002367,2026-02-13 22:55:00,bank_transfer,completed,385.27
PAY0002368,ORD0002368,2026-03-25 06:17:00,bank_transfer,completed,494.1
PAY0002369,ORD0002369,2026-02-12 22:02:00,card,completed,1623.56
PAY0002370,ORD0002370,2026-01-31 17:35:00,gift_card,completed,1567.42
PAY0002371,ORD0002371,2026-02-26 10:50:00,wallet,completed,618.8
PAY0002372,ORD0002372,2026-02-26 05:12:00,wallet,completed,1177.32
PAY0002373,ORD0002373,2026-02-08 15:03:00,wallet,completed,287.44
PAY0002374,ORD0002374,2026-02-09 03:33:00,bank_transfer,completed,1687.45
PAY0002375,ORD0002375,2026-04-19 07:06:00,wallet,completed,3599.64
PAY0002376,ORD0002376,2026-02-03 00:28:00,card,completed,1278.4
PAY0002377,ORD0002377,2026-03-16 06:01:00,bank_transfer,completed,2180.2
PAY0002378,ORD0002378,2026-01-27 21:57:00,bank_transfer,completed,492.27
PAY0002379,ORD0002379,2026-04-08 00:14:00,wallet,completed,419.11
PAY0002380,ORD0002380,2026-02-15 19:33:00,card,completed,1313.58
PAY0002381,ORD0002381,2026-04-12 20:53:00,gift_card,completed,668.37
PAY0002382,ORD0002382,2026-02-19 00:42:00,bank_transfer,completed,1158.3
PAY0002383,ORD0002383,2026-03-27 18:47:00,gift_card,completed,2808.65
PAY0002384,ORD0002384,2026-01-31 05:34:00,bank_transfer,completed,2021.35
PAY0002385,ORD0002385,2026-03-31 18:56:00,card,completed,1831.29
PAY0002386,ORD0002386,2026-04-06 18:04:00,card,completed,497.38
PAY0002387,ORD0002387,2026-03-20 10:49:00,bank_transfer,completed,1262.85
